SpatialDim,ParentLocationCode,TimeDim,TimeDimensionValue,SPIRITS_PERCENT,BEER_PERCENT,WINE_PERCENT,OTHER_ALCOHOL_PERCENT,SPIRITS_PER_CAPITA,BEER_PER_CAPITA,WINE_PER_CAPITA,OTHER_ALCOHOL_PER_CAPITA,ALL_ALCOHOLS_PER_CAPITA,PercentHouseholdExp,SPIRITS_PRICE,BEER_PRICE,WINE_PRICE,FEMALE_L_PER_CAPITA,MALE_L_PER_CAPITA,BOTH_SEX_L_PER_CAPITA,Most_Popular_Type_of_Spirit
BRA,AMR,1974,1974,0,0,0,0,1.67,0.87,0.46,0,3,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1975,1975,0,0,0,0,1.66,0.87,0.44,0,2.97,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1976,1976,0,0,0,0,1.67,0.94,0.46,0,3.08,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1977,1977,0,0,0,0,1.63,1.05,0.5,0,3.18,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1978,1978,0,0,0,0,1.64,1.3,0.53,0,3.47,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1979,1979,0,0,0,0,1.63,1.38,0.53,0,3.54,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1980,1980,0,0,0,0,1.63,1.37,0.46,0,3.45,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1981,1981,0,0,0,0,1.58,1.39,0.41,0,3.38,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1982,1982,0,0,0,0,1.67,1.41,0.48,0,3.57,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1983,1983,0,0,0,0,1.72,1.43,0.47,0,3.62,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1984,1984,0,0,0,0,1.88,1.4,0.44,0,3.72,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1985,1985,0,0,0,0,1.93,1.42,0.44,0,3.79,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1986,1986,0,0,0,0,1.9,1.74,0.49,0,4.14,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1987,1987,0,0,0,0,1.9,1.69,0.35,0,3.95,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1988,1988,0,0,0,0,1.85,1.78,0.48,0,4.11,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1989,1989,0,0,0,0,2.32,2.89,0.31,0,5.52,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1990,1990,0,0,0,0,1.99,2.96,0.3,0,5.25,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1991,1991,0,0,0,0,1.98,3.22,0.3,0,5.5,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1992,1992,0,0,0,0,2.11,2.86,0.3,0,5.27,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1993,1993,0,0,0,0,1.79,2.83,0.3,0,4.92,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1994,1994,0,0,0,0,2.07,2.84,0.29,0,5.17,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1995,1995,0,0,0,0,2.2,3.38,0.31,0,5.86,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1996,1996,0,0,0,0,2.18,3.4,0.3,0,5.95,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1997,1997,0,0,0,0,2.16,3.36,0.3,0,5.89,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1998,1998,0,0,0,0,2.14,3.3,0.3,0,5.7,0,0,0,0,0,0,0,Cachaca
BRA,AMR,1999,1999,0,0,0,0,2.12,3.54,0.3,0,5.94,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2000,2000,0,0,0,0,7.199999999999999,6.640000000000001,0.75,0,14.61,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2001,2001,0,0,0,0,6.960000000000001,6.66,0.71,0,14.35,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2002,2002,0,0,0,0,6.720000000000001,6.609999999999999,0.72,0,14.07,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2003,2003,0,0,0,0,6.68,6.33,0.8,0,13.83,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2004,2004,0,0,0,0,6.34,6.41,0.8,0,13.62,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2005,2005,0,0,0,0,6.12,6.68,0.96,0,13.82,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2006,2006,0,0,0,0,6.14,7.07,0.82,0,14.1,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2007,2007,0,0,0,0,6.03,7.42,0.76,0,14.27,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2008,2008,0,0,0,0,5.87,7.619999999999999,0.74,0,14.3,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2009,2009,0,0,0,0,5.47,8.23,0.78,0,14.54,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2010,2010,0,0,0,0,5.27,8.76,0.8,0,14.899999999999999,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2011,2011,0,0,0,0,5.21,8.89,0.84,0,15.01,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2012,2012,0,0,0,0,5.08,9.129999999999999,0.5800000000000001,0,14.86,0,26.26,1.08,10.05,0,0,0,Cachaca
BRA,AMR,2013,2013,0,0,0,0,4.93,8.81,0.54,0,14.34,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2014,2014,0,0,0,0,4.720000000000001,9.17,0.54,0,14.49,0,0,0,0,0,0,0,Cachaca
BRA,AMR,2015,2015,0,0,0,0,2.24,4.45,0.25,0,6.97,0,0,0,0,0,0,0,Cachaca
BRB,AMR,1990,1990,0,0,0,0,3.93,3.06,0.36,0,7.36,0,0,0,0,0,0,0,0
BRB,AMR,1991,1991,0,0,0,0,4.23,2.92,0.38,0,7.54,0,0,0,0,0,0,0,0
BRB,AMR,1992,1992,0,0,0,0,4.47,2.23,0.34,0,7.09,0,0,0,0,0,0,0,0
BRB,AMR,1993,1993,0,0,0,0,4.49,2.63,0.33,0,7.51,0,0,0,0,0,0,0,0
BRB,AMR,1994,1994,0,0,0,0,4.14,2.76,0.43,0,7.39,0,0,0,0,0,0,0,0
BRB,AMR,1995,1995,0,0,0,0,3.43,1.83,0.41,0,5.76,0,0,0,0,0,0,0,0
BRB,AMR,1996,1996,0,0,0,0,3.56,1.83,0.4,0,5.85,0,0,0,0,0,0,0,0
BRB,AMR,1997,1997,0,0,0,0,3.43,1.94,0.46,0,5.88,0,0,0,0,0,0,0,0
BRB,AMR,1998,1998,0,0,0,0,3.25,1.96,0.25,0,5.49,0,0,0,0,0,0,0,0
BRB,AMR,1999,1999,0,0,0,0,4.03,2.02,0.53,0,6.64,0,0,0,0,0,0,0,0
BRB,AMR,2000,2000,0,0,0,0,8.02,5.49,1.1,0,14.67,0,0,0,0,0,0,0,0
BRB,AMR,2001,2001,0,0,0,0,7.88,5.77,0.98,0,14.7,0,0,0,0,0,0,0,0
BRB,AMR,2002,2002,0,0,0,0,8.149999999999999,5.800000000000001,1.1,0,15.120000000000001,0,0,0,0,0,0,0,0
BRB,AMR,2003,2003,0,0,0,0,7.970000000000001,5.79,1.44,0,15.260000000000002,0,0,0,0,0,0,0,0
BRB,AMR,2004,2004,0,0,0,0,7.6,5.96,1.36,0,15.35,0,0,0,0,0,0,0,0
BRB,AMR,2005,2005,0,0,0,0,7.63,6.44,1.67,0,16.18,0,0,0,0,0,0,0,0
BRB,AMR,2006,2006,0,0,0,0,7.890000000000001,6.57,2.04,0,16.990000000000002,0,0,0,0,0,0,0,0
BRB,AMR,2007,2007,0,0,0,0,7.92,6.29,2.18,0,16.9,0,0,0,0,0,0,0,0
BRB,AMR,2008,2008,0,0,0,0,8.45,6.880000000000001,1.9400000000000002,0,17.78,0,0,0,0,0,0,0,0
BRB,AMR,2009,2009,0,0,0,0,8.530000000000001,6.33,1.82,0,17.01,0,0,0,0,0,0,0,0
BRB,AMR,2010,2010,0,0,0,0,7.99,6.63,1.83,0,16.86,0,0,0,0,0,0,0,0
BRB,AMR,2011,2011,0,0,0,0,8.21,6.71,1.6800000000000002,0,17,0,0,0,0,0,0,0,0
BRB,AMR,2012,2012,0,0,0,0,8.510000000000002,6.83,1.6600000000000001,0,17.4,0,0,0,0,0,0,0,0
BRB,AMR,2013,2013,0,0,0,0,8.629999999999999,6.859999999999999,1.76,0,17.62,0,0,0,0,0,0,0,0
BRB,AMR,2014,2014,0,0,0,0,8.86,6.9,1.66,0,17.79,0,0,0,0,0,0,0,0
BRB,AMR,2015,2015,0,0,0,0,4.58,3.44,0.96,0,9.15,0,0,0,0,0,0,0,0
BRN,WPR,1961,1961,0,0,0,0,0,0.46,0.02,0,0.48,0,0,0,0,0,0,0,0
BRN,WPR,1962,1962,0,0,0,0,0,0.59,0.04,0,0.63,0,0,0,0,0,0,0,0
BRN,WPR,1963,1963,0,0,0,0,0.3,0.65,0.04,0,1.01,0,0,0,0,0,0,0,0
BRN,WPR,1964,1964,0,0,0,0,0.46,0.8,0.04,0,1.32,0,0,0,0,0,0,0,0
BRN,WPR,1965,1965,0,0,0,0,0.58,0.69,0.04,0,1.31,0,0,0,0,0,0,0,0
BRN,WPR,1966,1966,0,0,0,0,0.4,0.86,0.03,0,1.31,0,0,0,0,0,0,0,0
BRN,WPR,1967,1967,0,0,0,0,0.44,0.81,0.03,0,1.28,0,0,0,0,0,0,0,0
BRN,WPR,1968,1968,0,0,0,0,0.43,0.84,0.03,0,1.3,0,0,0,0,0,0,0,0
BRN,WPR,1969,1969,0,0,0,0,0.49,0.93,0.03,0,1.45,0,0,0,0,0,0,0,0
BRN,WPR,1970,1970,0,0,0,0,0.39,0.89,0.04,0,1.32,0,0,0,0,0,0,0,0
BRN,WPR,1971,1971,0,0,0,0,0.41,0.91,0.05,0,1.37,0,0,0,0,0,0,0,0
BRN,WPR,1972,1972,0,0,0,0,0.39,0.96,0.04,0,1.39,0,0,0,0,0,0,0,0
BRN,WPR,1973,1973,0,0,0,0,0.34,0.88,0.07,0,1.29,0,0,0,0,0,0,0,0
BRN,WPR,1974,1974,0,0,0,0,0.37,0.93,0.08,0,1.38,0,0,0,0,0,0,0,0
BRN,WPR,1975,1975,0,0,0,0,0.37,0.88,0.08,0,1.33,0,0,0,0,0,0,0,0
BRN,WPR,1976,1976,0,0,0,0,0.41,1.11,0.09,0,1.62,0,0,0,0,0,0,0,0
BRN,WPR,1977,1977,0,0,0,0,0.46,1.23,0.12,0,1.81,0,0,0,0,0,0,0,0
BRN,WPR,1978,1978,0,0,0,0,0.65,1.32,0.18,0,2.17,0,0,0,0,0,0,0,0
BRN,WPR,1979,1979,0,0,0,0,0.58,1.38,0.13,0,2.1,0,0,0,0,0,0,0,0
BRN,WPR,1980,1980,0,0,0,0,0.57,1.7,0.13,0,2.43,0,0,0,0,0,0,0,0
BRN,WPR,1981,1981,0,0,0,0,0.58,1.78,0.18,0,2.59,0,0,0,0,0,0,0,0
BRN,WPR,1982,1982,0,0,0,0,0.58,1.85,0.5,0,2.94,0,0,0,0,0,0,0,0
BRN,WPR,1983,1983,0,0,0,0,0.55,2.11,0.43,0,3.09,0,0,0,0,0,0,0,0
BRN,WPR,1984,1984,0,0,0,0,0.66,2.45,0.94,0,4.06,0,0,0,0,0,0,0,0
BRN,WPR,1985,1985,0,0,0,0,0.48,2.32,0.51,0,3.31,0,0,0,0,0,0,0,0
BRN,WPR,1986,1986,0,0,0,0,0.24,2.18,0.1,0,2.53,0,0,0,0,0,0,0,0
BRN,WPR,1987,1987,0,0,0,0,0.23,2.5,0.15,0,2.89,0,0,0,0,0,0,0,0
BRN,WPR,1988,1988,0,0,0,0,0.38,1.98,0.12,0,2.48,0,0,0,0,0,0,0,0
BRN,WPR,1989,1989,0,0,0,0,0.36,2.27,0.15,0,2.78,0,0,0,0,0,0,0,0
BRN,WPR,1990,1990,0,0,0,0,0.38,2.42,0.1,0,2.9,0,0,0,0,0,0,0,0
BRN,WPR,1991,1991,0,0,0,0,0.38,2.42,0.1,0,2.91,0,0,0,0,0,0,0,0
BRN,WPR,1992,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRN,WPR,1993,1993,0,0,0,0,0.34,0.42,0.02,0,0.79,0,0,0,0,0,0,0,0
BRN,WPR,1994,1994,0,0,0,0,0.04,0.34,0.02,0,0.4,0,0,0,0,0,0,0,0
BRN,WPR,1995,1995,0,0,0,0,0.49,0.22,0.02,0,0.73,0,0,0,0,0,0,0,0
BRN,WPR,1996,1996,0,0,0,0,0.48,0.19,0.03,0,0.71,0,0,0,0,0,0,0,0
BRN,WPR,1997,1997,0,0,0,0,0.02,0.18,0.02,0,0.22,0,0,0,0,0,0,0,0
BRN,WPR,1998,1998,0,0,0,0,0.01,0.12,0.02,0,0.15,0,0,0,0,0,0,0,0
BRN,WPR,1999,1999,0,0,0,0,0.27,0.18,0.04,0,0.51,0,0,0,0,0,0,0,0
BRN,WPR,2000,2000,0,0,0,0,0.3,0.38,0.06,0,0.74,0,0,0,0,0,0,0,0
BRN,WPR,2001,2001,0,0,0,0,0.46,0.4,0.08,0,0.94,0,0,0,0,0,0,0,0
BRN,WPR,2002,2002,0,0,0,0,0.06,0.18,0.02,0,0.26,0,0,0,0,0,0,0,0
BRN,WPR,2003,2003,0,0,0,0,0.04,0.18,0.04,0,0.24,0,0,0,0,0,0,0,0
BRN,WPR,2004,2004,0,0,0,0,0.02,0.16,0.04,0,0.22,0,0,0,0,0,0,0,0
BRN,WPR,2005,2005,0,0,0,0,0.1,0.18,0.04,0,0.32,0,0,0,0,0,0,0,0
BRN,WPR,2006,2006,0,0,0,0,0.22,1,0.06,0,1.33,0,0,0,0,0,0,0,0
BRN,WPR,2007,2007,0,0,0,0,0.12,1.53,0.04,0,1.69,0,0,0,0,0,0,0,0
BRN,WPR,2008,2008,0,0,0,0,0.1,1.18,0.04,0,1.33,0,0,0,0,0,0,0,0
BRN,WPR,2009,2009,0,0,0,0,0.1,0.36,0.02,0,0.5,0,0,0,0,0,0,0,0
BRN,WPR,2010,2010,0,0,0,0,0.06,1.64,0.02,0,1.75,0,0,0,0,0,0,0,0
BRN,WPR,2011,2011,0,0,0,0,0.1,1.7,0.1,0,1.91,0,0,0,0,0,0,0,0
BRN,WPR,2012,2012,0,0,0,0,0,0.65,0,0,0.65,0,0,0,0,0,0,0,0
BRN,WPR,2013,2013,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0,0,0,0,0
BRN,WPR,2014,2014,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0,0,0,0,0
BRN,WPR,2015,2015,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0,0,0,0,0
BTN,SEAR,1961,1961,0,0,0,0,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0
BTN,SEAR,1962,1962,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0
BTN,SEAR,1963,1963,0,0,0,0,0,0.51,0,0,0.51,0,0,0,0,0,0,0,0
BTN,SEAR,1964,1964,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0
BTN,SEAR,1965,1965,0,0,0,0,0,0.51,0,0,0.51,0,0,0,0,0,0,0,0
BTN,SEAR,1966,1966,0,0,0,0,0,0.49,0,0,0.49,0,0,0,0,0,0,0,0
BTN,SEAR,1967,1967,0,0,0,0,0,0.52,0,0,0.52,0,0,0,0,0,0,0,0
BTN,SEAR,1968,1968,0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0
BTN,SEAR,1969,1969,0,0,0,0,0,0.53,0,0,0.53,0,0,0,0,0,0,0,0
BTN,SEAR,1970,1970,0,0,0,0,0,0.54,0,0,0.54,0,0,0,0,0,0,0,0
BTN,SEAR,1971,1971,0,0,0,0,0,0.53,0,0,0.53,0,0,0,0,0,0,0,0
BTN,SEAR,1972,1972,0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0
BTN,SEAR,1973,1973,0,0,0,0,0,0.53,0,0,0.53,0,0,0,0,0,0,0,0
BTN,SEAR,1974,1974,0,0,0,0,0,0.59,0,0,0.59,0,0,0,0,0,0,0,0
BTN,SEAR,1975,1975,0,0,0,0,0,0.59,0,0,0.59,0,0,0,0,0,0,0,0
BTN,SEAR,1976,1976,0,0,0,0,0,0.48,0,0,0.48,0,0,0,0,0,0,0,0
BTN,SEAR,1977,1977,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0
BTN,SEAR,1978,1978,0,0,0,0,0,0.49,0,0,0.49,0,0,0,0,0,0,0,0
BTN,SEAR,1979,1979,0,0,0,0,0,0.53,0,0,0.53,0,0,0,0,0,0,0,0
BTN,SEAR,1980,1980,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0
BTN,SEAR,1981,1981,0,0,0,0,0,0.52,0,0,0.52,0,0,0,0,0,0,0,0
BTN,SEAR,1982,1982,0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0
BTN,SEAR,1983,1983,0,0,0,0,0,0.51,0,0,0.51,0,0,0,0,0,0,0,0
BTN,SEAR,1984,1984,0,0,0,0,0,0.51,0,0,0.51,0,0,0,0,0,0,0,0
BTN,SEAR,1985,1985,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0
BTN,SEAR,1986,1986,0,0,0,0,0,0.46,0,0,0.46,0,0,0,0,0,0,0,0
BTN,SEAR,1987,1987,0,0,0,0,0,0.46,0,0,0.46,0,0,0,0,0,0,0,0
BTN,SEAR,1988,1988,0,0,0,0,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0
BTN,SEAR,1989,1989,0,0,0,0,0,0.31,0,0,0.31,0,0,0,0,0,0,0,0
BTN,SEAR,1990,1990,0,0,0,0,0,1.74,0,0,1.74,0,0,0,0,0,0,0,0
BTN,SEAR,1991,1991,0,0,0,0,0,1.82,0,0,1.82,0,0,0,0,0,0,0,0
BTN,SEAR,1992,1992,0,0,0,0,0,2.09,0,0,2.09,0,0,0,0,0,0,0,0
BTN,SEAR,1993,1993,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
BTN,SEAR,1994,1994,0,0,0,0,0,1.81,0,0,1.81,0,0,0,0,0,0,0,0
BTN,SEAR,1995,1995,0,0,0,0,0,1.82,0,0,1.82,0,0,0,0,0,0,0,0
BTN,SEAR,1996,1996,0,0,0,0,0,3.16,0,0,3.16,0,0,0,0,0,0,0,0
BTN,SEAR,1997,1997,0,0,0,0,0,1.92,0,0,1.92,0,0,0,0,0,0,0,0
BTN,SEAR,1998,1998,0,0,0,0,0,1.79,0,0,1.79,0,0,0,0,0,0,0,0
BTN,SEAR,1999,1999,0,0,0,0,0,3.25,0,0,3.25,0,0,0,0,0,0,0,0
BTN,SEAR,2000,2000,0,0,0,0,0,1.8299999999999998,0,0,1.8299999999999998,0,0,0,0,0,0,0,0
BTN,SEAR,2001,2001,0,0,0,0,0,1.56,0,0,1.56,0,0,0,0,0,0,0,0
BTN,SEAR,2002,2002,0,0,0,0,0,0.58,0,0,0.58,0,0,0,0,0,0,0,0
BTN,SEAR,2003,2003,0,0,0,0,0.06,0.98,0,0,1.04,0,0,0,0,0,0,0,0
BTN,SEAR,2004,2004,0,0,0,0,0.68,1.58,0,0,1.92,0,0,0,0,0,0,0,0
BTN,SEAR,2005,2005,0,0,0,0,0.72,1.0899999999999999,0.02,0,1.83,0,0,0,0,0,0,0,0
BTN,SEAR,2006,2006,0,0,0,0,0.04,0.54,0.04,0,0.62,0,0,0,0,0,0,0,0
BTN,SEAR,2007,2007,0,0,0,0,0.04,0.28,0.04,0,0.36,3.8,0,0,0,0,0,0,0
BTN,SEAR,2008,2008,0,0,0,0,0.04,0.33999999999999997,0.12,0,0.51,0,0,0,0,0,0,0,0
BTN,SEAR,2009,2009,0,0,0,0,0.06,0.29000000000000004,0.04,0,0.39,0,0,0,0,0,0,0,0
BTN,SEAR,2010,2010,0,0,0,0,0.18,1.1700000000000002,0.09,0,1.44,0,0,0,0,0,0,0,0
BTN,SEAR,2011,2011,0,0,0,0,0.15,0.21,0.05,0,0.41000000000000003,0,0,0,0,0,0,0,0
BTN,SEAR,2012,2012,0,0,0,0,0.26,0.13,0.01,0,0.4,4.3,23.36,0.72,13.83,0,0,0,0
BTN,SEAR,2013,2013,0,0,0,0,0.1,0.09,0.01,0,0.19,0,0,0,0,0,0,0,0
BWA,AFR,1961,1961,0,0,0,0,0.41,3.05,0.14,0,5.9,0,0,0,0,0,0,0,0
BWA,AFR,1962,1962,0,0,0,0,0.41,2.91,0.13,0,5.63,0,0,0,0,0,0,0,0
BWA,AFR,1963,1963,0,0,0,0,0.4,3.17,0.13,0,6.09,0,0,0,0,0,0,0,0
BWA,AFR,1964,1964,0,0,0,0,0.39,3.03,0.13,0,5.83,0,0,0,0,0,0,0,0
BWA,AFR,1965,1965,0,0,0,0,0.38,3.23,0.13,0,6.16,0,0,0,0,0,0,0,0
BWA,AFR,1966,1966,0,0,0,0,0.38,3.48,0.12,0,6.59,0,0,0,0,0,0,0,0
BWA,AFR,1967,1967,0,0,0,0,0.37,3.4,0.12,0,6.44,0,0,0,0,0,0,0,0
BWA,AFR,1968,1968,0,0,0,0,0.42,3.18,0.12,0,6.11,0,0,0,0,0,0,0,0
BWA,AFR,1969,1969,0,0,0,0,0.41,3.32,0.14,0,6.35,0,0,0,0,0,0,0,0
BWA,AFR,1970,1970,0,0,0,0,0.45,3.34,0.13,0,6.44,0,0,0,0,0,0,0,0
BWA,AFR,1971,1971,0,0,0,0,0.44,3.36,0.15,0,6.48,0,0,0,0,0,0,0,0
BWA,AFR,1972,1972,0,0,0,0,0.47,3.87,0.17,0,7.42,0,0,0,0,0,0,0,0
BWA,AFR,1973,1973,0,0,0,0,0.46,3.98,0.16,0,7.58,0,0,0,0,0,0,0,0
BWA,AFR,1974,1974,0,0,0,0,0.44,2.55,0.15,0,5.07,0,0,0,0,0,0,0,0
BWA,AFR,1975,1975,0,0,0,0,0.6,2.85,0.17,0,5.76,0,0,0,0,0,0,0,0
BWA,AFR,1976,1976,0,0,0,0,0.71,2.54,0.1,0,5.27,0,0,0,0,0,0,0,0
BWA,AFR,1977,1977,0,0,0,0,1.03,2.25,0.16,0,5.13,0,0,0,0,0,0,0,0
BWA,AFR,1978,1978,0,0,0,0,1.06,1.28,0.26,0,3.56,0,0,0,0,0,0,0,0
BWA,AFR,1979,1979,0,0,0,0,0.86,1.36,0.21,0,3.45,0,0,0,0,0,0,0,0
BWA,AFR,1980,1980,0,0,0,0,0.74,1.51,0.19,0,3.58,0,0,0,0,0,0,0,0
BWA,AFR,1981,1981,0,0,0,0,0.57,1.54,0.29,0,3.55,0,0,0,0,0,0,0,0
BWA,AFR,1982,1982,0,0,0,0,0.35,1.48,0.25,0,3.21,0,0,0,0,0,0,0,0
BWA,AFR,1983,1983,0,0,0,0,0.18,1.58,0.31,0,3.28,0,0,0,0,0,0,0,0
BWA,AFR,1984,1984,0,0,0,0,0.28,1.77,0.95,0,4.38,0,0,0,0,0,0,0,0
BWA,AFR,1985,1985,0,0,0,0,0.15,2.29,0.19,0,4.4,0,0,0,0,0,0,0,0
BWA,AFR,1986,1986,0,0,0,0,0.23,2.25,0.31,0,4.5,0,0,0,0,0,0,0,0
BWA,AFR,1987,1987,0,0,0,0,0.18,2.22,0.2,0,4.27,0,0,0,0,0,0,0,0
BWA,AFR,1988,1988,0,0,0,0,0.52,2.06,0.4,0,4.56,0,0,0,0,0,0,0,0
BWA,AFR,1989,1989,0,0,0,0,0.37,2.35,0.16,0,4.68,0,0,0,0,0,0,0,0
BWA,AFR,1990,1990,0,0,0,0,0.65,2.02,0.23,0,0,0,0,0,0,0,0,0,0
BWA,AFR,1991,1991,0,0,0,0,0.84,2.03,0.31,0,3.55,0,0,0,0,0,0,0,0
BWA,AFR,1992,1992,0,0,0,0,0.92,2.99,0.97,0,4.96,0,0,0,0,0,0,0,0
BWA,AFR,1993,1993,0,0,0,0,0.63,3.12,0.23,0,4.18,0,0,0,0,0,0,0,0
BWA,AFR,1994,1994,0,0,0,0,0.58,2.19,0.39,0,3.47,0,0,0,0,0,0,0,0
BWA,AFR,1995,1995,0,0,0,0,0.47,2.1,0.25,0,3.62,0,0,0,0,0,0,0,0
BWA,AFR,1996,1996,0,0,0,0,0.44,2.1,0.19,0,3.07,0,0,0,0,0,0,0,0
BWA,AFR,1997,1997,0,0,0,0,0.55,2.03,0.31,0,3.28,0,0,0,0,0,0,0,0
BWA,AFR,1998,1998,0,0,0,0,0.64,2.12,0.23,0,3.45,0,0,0,0,0,0,0,0
BWA,AFR,1999,1999,0,0,0,0,0.39,2.01,0.28,0,3.23,0,0,0,0,0,0,0,0
BWA,AFR,2000,2000,0,0,0,0,1.07,4.619999999999999,0.68,0,10.32,0,0,0,0,0,0,0,0
BWA,AFR,2001,2001,0,0,0,0,0.72,5.41,0.46,0,10.600000000000001,0,0,0,0,0,0,0,0
BWA,AFR,2002,2002,0,0,0,0,2.4299999999999997,5.23,1.06,0,12.57,0,0,0,0,0,0,0,0
BWA,AFR,2003,2003,0,0,0,0,1.63,4.9,0.91,0,10.89,0,0,0,0,0,0,0,0
BWA,AFR,2004,2004,0,0,0,0,0,4.95,0.89,0,9.57,0,0,0,0,0,0,0,0
BWA,AFR,2005,2005,0,0,0,0,2.02,5.17,1.82,0,12.52,0,0,0,0,0,0,0,0
BWA,AFR,2006,2006,0,0,0,0,2.1500000000000004,5.32,2.8499999999999996,0,13.58,0,0,0,0,0,0,0,0
BWA,AFR,2007,2007,0,0,0,0,0.99,5.3100000000000005,3.68,0,13.05,0,0,0,0,0,0,0,0
BWA,AFR,2008,2008,0,0,0,0,4.1899999999999995,4.380000000000001,2.29,0,14.02,0,0,0,0,0,0,0,0
BWA,AFR,2009,2009,0,0,0,0,1.35,4.6,1.43,0,10.309999999999999,0,0,0,0,0,0,0,0
BWA,AFR,2010,2010,0,0,0,0,1.3,5.699999999999999,1.46,0,11.600000000000001,0,0,0,0,0,0,0,0
BWA,AFR,2011,2011,0,0,0,0,3.06,4.62,1.1400000000000001,0,11.76,0,0,0,0,0,0,0,0
BWA,AFR,2012,2012,0,0,0,0,0.56,2.2,0.42,0,5.13,0,0,1.26,5.12,0,0,0,0
BWA,AFR,2013,2013,0,0,0,0,0.27,2.54,0.41,0,4.72,0,0,0,0,0,0,0,0
BWA,AFR,2014,2014,0,0,0,0,0.27,2.84,0.86,0,5.47,0,0,0,0,0,0,0,0
BWA,AFR,2015,2015,0,0,0,0,0.27,2.99,1.46,0,6.22,0,0,0,0,0,0,0,0
CAF,AFR,1961,1961,0,0,0,0,0.07,0.91,0.16,0,2.23,0,0,0,0,0,0,0,Whisky
CAF,AFR,1962,1962,0,0,0,0,0.07,0.85,0.71,0,2.71,0,0,0,0,0,0,0,Whisky
CAF,AFR,1963,1963,0,0,0,0,0.09,0.83,0.64,0,2.68,0,0,0,0,0,0,0,Whisky
CAF,AFR,1964,1964,0,0,0,0,0.09,0.84,0.71,0,2.74,0,0,0,0,0,0,0,Whisky
CAF,AFR,1965,1965,0,0,0,0,0.05,0.88,0.27,0,2.28,0,0,0,0,0,0,0,Whisky
CAF,AFR,1966,1966,0,0,0,0,0.06,0.98,0.53,0,2.69,0,0,0,0,0,0,0,Whisky
CAF,AFR,1967,1967,0,0,0,0,0.05,1.01,0.67,0,2.85,0,0,0,0,0,0,0,Whisky
CAF,AFR,1968,1968,0,0,0,0,0.05,1,0.63,0,2.81,0,0,0,0,0,0,0,Whisky
CAF,AFR,1969,1969,0,0,0,0,0.02,0.99,0.56,0,2.7,0,0,0,0,0,0,0,Whisky
