SpatialDim,ParentLocationCode,TimeDim,TimeDimensionValue,SPIRITS_PERCENT,BEER_PERCENT,WINE_PERCENT,OTHER_ALCOHOL_PERCENT,SPIRITS_PER_CAPITA,BEER_PER_CAPITA,WINE_PER_CAPITA,OTHER_ALCOHOL_PER_CAPITA,ALL_ALCOHOLS_PER_CAPITA,PercentHouseholdExp,SPIRITS_PRICE,BEER_PRICE,WINE_PRICE,FEMALE_L_PER_CAPITA,MALE_L_PER_CAPITA,BOTH_SEX_L_PER_CAPITA,Most_Popular_Type_of_Spirit
TZA,AFR,1998,1998,0,0,0,0,0.09,0.52,0,0,5.67,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,1999,1999,0,0,0,0,0.09,0.52,0,0,5.03,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2000,2000,0,0,0,0,0.2,1.03,0,0,9.81,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2001,2001,0,0,0,0,0.18,0.98,0.02,0,10.3,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2002,2002,0,0,0,0,0.22,0.92,0.02,0,8.440000000000001,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2003,2003,0,0,0,0,0.18,1,0,0,5.73,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2004,2004,0,0,0,0,0.24,1.02,0.02,0,9.44,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2005,2005,0,0,0,0,0.3,1.12,0.02,0,9.64,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2006,2006,0,0,0,0,0.3,1.28,0.02,0,10.09,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2007,2007,0,0,0,0,0.3,1.54,0.02,0,11.27,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2008,2008,0,0,0,0,0.36,1.52,0.02,0,8.39,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2009,2009,0,0,0,0,0.4,1.38,0.04,0,10.25,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2010,2010,0,0,0,0,0.48,1.33,0.02,0,10.84,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2011,2011,0,0,0,0,0.2,1.39,0.02,0,10.66,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2012,2012,0,0,0,0,0.42,1.53,0.04,0,9.82,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2013,2013,0,0,0,0,0.2,1.61,0.04,0,10.4,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2014,2014,0,0,0,0,0.1,0.76,0.02,0,6.16,0,0,0,0,0,0,0,Distilled spirit
TZA,AFR,2015,2015,0,0,0,0,0.1,0.75,0.02,0,6.16,0,0,0,0,0,0,0,Distilled spirit
UGA,AFR,1961,1961,0,0,0,0,0.24,0.17,0.01,0,9.8,0,0,0,0,0,0,0,Gin
UGA,AFR,1962,1962,0,0,0,0,0.24,0.14,0.01,0,9.74,0,0,0,0,0,0,0,Gin
UGA,AFR,1963,1963,0,0,0,0,0.39,0.14,0.01,0,10.08,0,0,0,0,0,0,0,Gin
UGA,AFR,1964,1964,0,0,0,0,0.31,0.15,0.01,0,10.04,0,0,0,0,0,0,0,Gin
UGA,AFR,1965,1965,0,0,0,0,0.3,0.21,0.01,0,8.15,0,0,0,0,0,0,0,Gin
UGA,AFR,1966,1966,0,0,0,0,0.26,0.21,0.01,0,8.53,0,0,0,0,0,0,0,Gin
UGA,AFR,1967,1967,0,0,0,0,0.31,0.21,0.01,0,9.58,0,0,0,0,0,0,0,Gin
UGA,AFR,1968,1968,0,0,0,0,0.22,0.19,0.01,0,9.95,0,0,0,0,0,0,0,Gin
UGA,AFR,1969,1969,0,0,0,0,0.23,0.2,0.01,0,10.09,0,0,0,0,0,0,0,Gin
UGA,AFR,1970,1970,0,0,0,0,0.19,0.24,0.01,0,12.43,0,0,0,0,0,0,0,Gin
UGA,AFR,1971,1971,0,0,0,0,0.2,0.31,0.01,0,12.86,0,0,0,0,0,0,0,Gin
UGA,AFR,1972,1972,0,0,0,0,0.23,0.33,0,0,11.95,0,0,0,0,0,0,0,Gin
UGA,AFR,1973,1973,0,0,0,0,0.41,0.39,0,0,12.96,0,0,0,0,0,0,0,Gin
UGA,AFR,1974,1974,0,0,0,0,0.24,0.36,0,0,12.97,0,0,0,0,0,0,0,Gin
UGA,AFR,1975,1975,0,0,0,0,0.13,0.31,0,0,12.25,0,0,0,0,0,0,0,Gin
UGA,AFR,1976,1976,0,0,0,0,0.2,0.18,0,0,12.2,0,0,0,0,0,0,0,Gin
UGA,AFR,1977,1977,0,0,0,0,0.2,0.17,0,0,11.75,0,0,0,0,0,0,0,Gin
UGA,AFR,1978,1978,0,0,0,0,0.21,0.16,0,0,11.31,0,0,0,0,0,0,0,Gin
UGA,AFR,1979,1979,0,0,0,0,0.2,0.07,0,0,9.04,0,0,0,0,0,0,0,Gin
UGA,AFR,1980,1980,0,0,0,0,0.22,0.08,0,0,8.02,0,0,0,0,0,0,0,Gin
UGA,AFR,1981,1981,0,0,0,0,0.21,0.04,0,0,7.61,0,0,0,0,0,0,0,Gin
UGA,AFR,1982,1982,0,0,0,0,0.23,0.07,0,0,8.14,0,0,0,0,0,0,0,Gin
UGA,AFR,1983,1983,0,0,0,0,0.22,0.09,0,0,7.52,0,0,0,0,0,0,0,Gin
UGA,AFR,1984,1984,0,0,0,0,0.21,0.1,0,0,7.84,0,0,0,0,0,0,0,Gin
UGA,AFR,1985,1985,0,0,0,0,0.2,0.09,0,0,7.02,0,0,0,0,0,0,0,Gin
UGA,AFR,1986,1986,0,0,0,0,0.2,0.13,0,0,7.47,0,0,0,0,0,0,0,Gin
UGA,AFR,1987,1987,0,0,0,0,0.2,0.12,0,0,7.52,0,0,0,0,0,0,0,Gin
UGA,AFR,1988,1988,0,0,0,0,0.19,0.13,0,0,7.77,0,0,0,0,0,0,0,Gin
UGA,AFR,1989,1989,0,0,0,0,0.18,0.12,0,0,7.8,0,0,0,0,0,0,0,Gin
UGA,AFR,1990,1990,0,0,0,0,0.19,0.11,0,0,8.03,0,0,0,0,0,0,0,Gin
UGA,AFR,1991,1991,0,0,0,0,0.2,0.1,0,0,8.02,0,0,0,0,0,0,0,Gin
UGA,AFR,1992,1992,0,0,0,0,0.2,0.09,0,0,7.73,0,0,0,0,0,0,0,Gin
UGA,AFR,1993,1993,0,0,0,0,0.19,0.11,0,0,7.78,0,0,0,0,0,0,0,Gin
UGA,AFR,1994,1994,0,0,0,0,0.19,0.14,0,0,7.96,0,0,0,0,0,0,0,Gin
UGA,AFR,1995,1995,0,0,0,0,0.21,0.22,0,0,8.29,0,0,0,0,0,0,0,Gin
UGA,AFR,1996,1996,0,0,0,0,0.21,0.27,0,0,7.84,0,0,0,0,0,0,0,Gin
UGA,AFR,1997,1997,0,0,0,0,0.21,0.37,0,0,7.72,0,0,0,0,0,0,0,Gin
UGA,AFR,1998,1998,0,0,0,0,0.2,0.47,0,0,7.98,0,0,0,0,0,0,0,Gin
UGA,AFR,1999,1999,0,0,0,0,0.18,0.47,0,0,7.6,0,0,0,0,0,0,0,Gin
UGA,AFR,2000,2000,0,0,0,0,0.4,1.13,0,0,22.200000000000003,0,0,0,0,0,0,0,Gin
UGA,AFR,2001,2001,0,0,0,0,0.38,0.98,0,0,22.439999999999998,0,0,0,0,0,0,0,Gin
UGA,AFR,2002,2002,0,0,0,0,0.38,0.87,0,0,22.130000000000003,0,0,0,0,0,0,0,Gin
UGA,AFR,2003,2003,0,0,0,0,0.36,0.85,0,0,21.61,0,0,0,0,0,0,0,Gin
UGA,AFR,2004,2004,0,0,0,0,0.41000000000000003,0.87,0.02,0,21.04,0,0,0,0,0,0,0,Gin
UGA,AFR,2005,2005,0,0,0,0,0.37,1.01,0,0,21.5,0,0,0,0,0,0,0,Gin
UGA,AFR,2006,2006,0,0,0,0,0.36,1.11,0,0,20.9,0,0,0,0,0,0,0,Gin
UGA,AFR,2007,2007,0,0,0,0,0.35,1.15,0,0,20.55,0,0,0,0,0,0,0,Gin
UGA,AFR,2008,2008,0,0,0,0,0.33,1.07,0,0,20.909999999999997,0,0,0,0,0,0,0,Gin
UGA,AFR,2009,2009,0,0,0,0,0.32,1.29,0.02,0,20.51,0,0,0,0,0,0,0,Gin
UGA,AFR,2010,2010,0,0,0,0,0.31,1.37,0.02,0,21.33,0,0,0,0,0,0,0,Gin
UGA,AFR,2011,2011,0,0,0,0,0.43,1.46,0.02,0,21.810000000000002,0,0,0,0,0,0,0,Gin
UGA,AFR,2012,2012,0,0,0,0,0.29,0.93,0.01,0,8.3,0,38.3,1.41,24.19,0,0,0,Gin
UGA,AFR,2013,2013,0,0,0,0,0.23,0.79,0.01,0,7.58,0,0,0,0,0,0,0,Gin
UGA,AFR,2014,2014,0,0,0,0,0.23,0.89,0.01,0,7.67,0,0,0,0,0,0,0,Gin
UGA,AFR,2015,2015,0,0,0,0,0.23,0.84,0.01,0,7.63,0,0,0,0,0,0,0,Gin
UKR,EUR,1975,1975,0,0,0,0,3.38,1.71,2.39,0,7.48,0,0,0,0,0,0,0,Vodka
UKR,EUR,1980,1980,0,0,0,0,3.56,1.67,2.44,0,7.67,0,0,0,0,0,0,0,Vodka
UKR,EUR,1981,1981,0,0,0,0,3.31,1.72,2.45,0,7.48,0,0,0,0,0,0,0,Vodka
UKR,EUR,1982,1982,0,0,0,0,2.8,1.81,2.35,0,6.96,0,0,0,0,0,0,0,Vodka
UKR,EUR,1983,1983,0,0,0,0,2.93,1.8,2.26,0,6.99,0,0,0,0,0,0,0,Vodka
UKR,EUR,1984,1984,0,0,0,0,3.06,1.83,2.19,0,7.08,0,0,0,0,0,0,0,Vodka
UKR,EUR,1985,1985,0,0,0,0,3.06,1.75,1.81,0,6.62,0,0,0,0,0,0,0,Vodka
UKR,EUR,1986,1986,0,0,0,0,2.04,1.34,1.01,0,4.39,0,0,0,0,0,0,0,Vodka
UKR,EUR,1987,1987,0,0,0,0,1.66,1.45,0.9,0,4.01,0,0,0,0,0,0,0,Vodka
UKR,EUR,1988,1988,0,0,0,0,1.91,1.58,0.94,0,4.43,0,0,0,0,0,0,0,Vodka
UKR,EUR,1989,1989,0,0,0,0,2.68,1.65,0.99,0,5.32,0,0,0,0,0,0,0,Vodka
UKR,EUR,1990,1990,0,0,0,0,3.16,1.7,0.81,0,5.67,3.7,0,0,0,0,0,0,Vodka
UKR,EUR,1991,1991,0,0,0,0,3.41,1.61,0.83,0,5.86,2.8,0,0,0,0,0,0,Vodka
UKR,EUR,1992,1992,0,0,0,0,3.61,1.36,0.57,0,5.54,0,0,0,0,0,0,0,Vodka
UKR,EUR,1993,1993,0,0,0,0,3.9,1.13,0.45,0,5.47,0,0,0,0,0,0,0,Vodka
UKR,EUR,1994,1994,0,0,0,0,2.96,1.12,0.13,0,4.21,0,0,0,0,0,0,0,Vodka
UKR,EUR,1995,1995,0,0,0,0,2.54,0.85,0.3,0,3.72,0,0,0,0,0,0,0,Vodka
UKR,EUR,1996,1996,0,0,0,0,2.1,0.76,0.35,0,3.26,0,0,0,0,0,0,0,Vodka
UKR,EUR,1997,1997,0,0,0,0,2.81,0.78,0.38,0,3.98,0,0,0,0,0,0,0,Vodka
UKR,EUR,1998,1998,0,0,0,0,2.46,0.85,0.42,0,3.74,0,0,0,0,0,0,0,Vodka
UKR,EUR,1999,1999,0,0,0,0,2.51,1.04,0.37,0,3.93,0,0,0,0,0,0,0,Vodka
UKR,EUR,2000,2000,0,0,0,0,5.7,2.56,0.72,0,8.98,0,0,0,0,0,0,0,Vodka
UKR,EUR,2001,2001,0,0,0,0,4.66,3.02,0.94,0,8.62,0,0,0,0,0,0,0,Vodka
UKR,EUR,2002,2002,0,0,0,0,4.9,3.48,1.4,0,9.78,0,0,0,0,0,0,0,Vodka
UKR,EUR,2003,2003,0,0,0,0,6.58,3.9,1.36,0,11.84,0,0,0,0,0,0,0,Vodka
UKR,EUR,2004,2004,0,0,0,0,8.12,4.36,1.1,0,13.58,0,0,0,0,0,0,0,Vodka
UKR,EUR,2005,2005,0,0,0,0,7.6899999999999995,5.34,1.26,0,14.649999999999999,0,0,0,0,0,0,0,Vodka
UKR,EUR,2006,2006,0,0,0,0,8.219999999999999,6.02,1.38,0,16.03,0,0,0,0,0,0,0,Vodka
UKR,EUR,2007,2007,0,0,0,0,8.68,7.1,1.55,0,17.78,1.7,0,0,0,0,0,0,Vodka
UKR,EUR,2008,2008,0,0,0,0,9.629999999999999,7.14,1.67,0,18.990000000000002,1.5,0,0,0,0,0,0,Vodka
UKR,EUR,2009,2009,0,0,0,0,8.91,6.64,1.7,0,18.12,1.6,0,0,0,0,0,0,Vodka
UKR,EUR,2010,2010,0,0,0,0,8.3,6.72,1.35,0,17.200000000000003,1.6,0,0,0,0,0,0,Vodka
UKR,EUR,2011,2011,0,0,0,0,8.47,6.62,1.31,0,17.25,1.4,0,0,0,0,0,0,Vodka
UKR,EUR,2012,2012,0,0,0,0,8.07,6.54,1.21,0,16.619999999999997,1.5,4.85,0.5,3.05,0,0,0,Vodka
UKR,EUR,2013,2013,0,0,0,0,7.36,6.42,1.1,0,15.55,1.5,0,0,0,0,0,0,Vodka
UKR,EUR,2014,2014,0,0,0,0,6.78,5.88,1.04,0,14.28,1.5,0,0,0,0,0,0,Vodka
UKR,EUR,2015,2015,0,0,0,0,2.56,2.46,0.32,0,5.75,1.3,0,0,0,0,0,0,Vodka
URY,AMR,1961,1961,0,0,0,0,0.86,2.53,5.68,0,9.06,0,0,0,0,0,0,0,Whisky
URY,AMR,1962,1962,0,0,0,0,0.9,1.53,5.25,0,7.68,0,0,0,0,0,0,0,Whisky
URY,AMR,1963,1963,0,0,0,0,0.48,1.8,4.91,0,7.19,0,0,0,0,0,0,0,Whisky
URY,AMR,1964,1964,0,0,0,0,0.39,1.72,4.77,0,6.88,0,0,0,0,0,0,0,Whisky
URY,AMR,1965,1965,0,0,0,0,0.52,1.82,4.97,0,7.31,0,0,0,0,0,0,0,Whisky
URY,AMR,1966,1966,0,0,0,0,0.47,1.42,4.97,0,6.86,0,0,0,0,0,0,0,Whisky
URY,AMR,1967,1967,0,0,0,0,0.41,1.3,4.08,0,5.79,0,0,0,0,0,0,0,Whisky
URY,AMR,1968,1968,0,0,0,0,0.42,1.73,4.07,0,6.22,0,0,0,0,0,0,0,Whisky
URY,AMR,1969,1969,0,0,0,0,0.44,1.69,4.23,0,6.36,0,0,0,0,0,0,0,Whisky
URY,AMR,1970,1970,0,0,0,0,0.33,1.79,4.22,0,6.34,0,0,0,0,0,0,0,Whisky
URY,AMR,1971,1971,0,0,0,0,0.39,2.17,4.21,0,6.77,0,0,0,0,0,0,0,Whisky
URY,AMR,1972,1972,0,0,0,0,0.34,2.23,4.04,0,6.61,0,0,0,0,0,0,0,Whisky
URY,AMR,1973,1973,0,0,0,0,0.44,2.2,4.09,0,6.73,0,0,0,0,0,0,0,Whisky
URY,AMR,1974,1974,0,0,0,0,0.37,2.46,4.04,0,6.87,0,0,0,0,0,0,0,Whisky
URY,AMR,1975,1975,0,0,0,0,0.35,2.48,4.02,0,6.85,0,0,0,0,0,0,0,Whisky
URY,AMR,1976,1976,0,0,0,0,0.43,1.53,4,0,5.96,0,0,0,0,0,0,0,Whisky
URY,AMR,1977,1977,0,0,0,0,0.43,1.81,3.99,0,6.23,0,0,0,0,0,0,0,Whisky
URY,AMR,1978,1978,0,0,0,0,0.44,1.66,3.97,0,6.07,0,0,0,0,0,0,0,Whisky
URY,AMR,1979,1979,0,0,0,0,0.41,1.39,3.96,0,5.76,0,0,0,0,0,0,0,Whisky
URY,AMR,1980,1980,0,0,0,0,2.87,1.81,3.75,0,8.76,0,0,0,0,0,0,0,Whisky
URY,AMR,1981,1981,0,0,0,0,2.59,1.66,4.25,0,8.93,0,0,0,0,0,0,0,Whisky
URY,AMR,1982,1982,0,0,0,0,2.25,1.43,4.43,0,8.45,0,0,0,0,0,0,0,Whisky
URY,AMR,1983,1983,0,0,0,0,1.67,1.03,4.81,0,7.92,0,0,0,0,0,0,0,Whisky
URY,AMR,1984,1984,0,0,0,0,1.92,0.99,4.42,0,7.67,0,0,0,0,0,0,0,Whisky
URY,AMR,1985,1985,0,0,0,0,2.05,1.21,3.65,0,7.24,0,0,0,0,0,0,0,Whisky
URY,AMR,1986,1986,0,0,0,0,2.05,1.38,3.3,0,7.23,0,0,0,0,0,0,0,Whisky
URY,AMR,1987,1987,0,0,0,0,2.04,1.41,3.85,0,7.64,0,0,0,0,0,0,0,Whisky
URY,AMR,1988,1988,0,0,0,0,1.9,1.42,3.73,0,7.6,0,0,0,0,0,0,0,Whisky
URY,AMR,1989,1989,0,0,0,0,2.03,1.45,3.72,0,7.44,0,0,0,0,0,0,0,Whisky
URY,AMR,1990,1990,0,0,0,0,1.93,1.29,3.71,0,7.56,0,0,0,0,0,0,0,Whisky
URY,AMR,1991,1991,0,0,0,0,1.68,1.53,3.76,0,7.27,0,0,0,0,0,0,0,Whisky
URY,AMR,1992,1992,0,0,0,0,1.7,1.75,3.75,0,7.24,0,0,0,0,0,0,0,Whisky
URY,AMR,1993,1993,0,0,0,0,1.58,1.74,3.97,0,7.49,0,0,0,0,0,0,0,Whisky
URY,AMR,1994,1994,0,0,0,0,1.58,1.76,4.56,0,7.59,0,0,0,0,0,0,0,Whisky
URY,AMR,1995,1995,0,0,0,0,1.39,1.78,4.35,0,8.23,0,0,0,0,0,0,0,Whisky
URY,AMR,1996,1996,0,0,0,0,1.39,1.63,4.39,0,7.96,0,0,0,0,0,0,0,Whisky
URY,AMR,1997,1997,0,0,0,0,1.31,1.67,4.48,0,7.82,0,0,0,0,0,0,0,Whisky
URY,AMR,1998,1998,0,0,0,0,1.38,1.66,4.44,0,7.81,0,0,0,0,0,0,0,Whisky
URY,AMR,1999,1999,0,0,0,0,1.38,1.46,4.66,0,7.94,0,0,0,0,0,0,0,Whisky
URY,AMR,2000,2000,0,0,0,0,1.7,2.74,8.88,0,13.3,0,0,0,0,0,0,0,Whisky
URY,AMR,2001,2001,0,0,0,0,1.86,2.38,8.72,0,12.96,0,0,0,0,0,0,0,Whisky
URY,AMR,2002,2002,0,0,0,0,1.46,2,8.24,0,11.72,0,0,0,0,0,0,0,Whisky
URY,AMR,2003,2003,0,0,0,0,1.28,1.72,7.22,0,10.22,0,0,0,0,0,0,0,Whisky
URY,AMR,2004,2004,0,0,0,0,1.36,2.2,7.76,0,11.32,0,0,0,0,0,0,0,Whisky
URY,AMR,2005,2005,0,0,0,0,1.54,2.7,8.46,0,12.7,0,0,0,0,0,0,0,Whisky
URY,AMR,2006,2006,0,0,0,0,1.8,2.98,8.38,0,13.16,0,0,0,0,0,0,0,Whisky
URY,AMR,2007,2007,0,0,0,0,1.82,3.22,8.3,0,13.34,0,0,0,0,0,0,0,Whisky
URY,AMR,2008,2008,0,0,0,0,1.86,3.72,7.94,0,13.52,0,0,0,0,0,0,0,Whisky
URY,AMR,2009,2009,0,0,0,0,1.88,3.76,7.7,0,13.34,0,0,0,0,0,0,0,Whisky
URY,AMR,2010,2010,0,0,0,0,2.01,4.87,7.85,0,14.73,0,0,0,0,0,0,0,Whisky
URY,AMR,2011,2011,0,0,0,0,2.01,5.17,7.550000000000001,0,14.719999999999999,0,0,0,0,0,0,0,Whisky
URY,AMR,2012,2012,0,0,0,0,1.9799999999999998,5.35,6.9,0,14.24,0,21.75,1.25,2.25,0,0,0,Whisky
URY,AMR,2013,2013,0,0,0,0,2.13,5.17,7.220000000000001,0,14.52,0,0,0,0,0,0,0,Whisky
URY,AMR,2014,2014,0,0,0,0,3,5.13,6.96,0,15.09,0,0,0,0,0,0,0,Whisky
URY,AMR,2015,2015,0,0,0,0,1.91,3.18,3.94,0,9.03,0,0,0,0,0,0,0,Whisky
USA,AMR,1960,1960,0,0,0,0,3.26,3.75,0.83,0,7.83,0,0,0,0,0,0,0,0
USA,AMR,1961,1961,0,0,0,0,3.26,3.67,0.87,0,7.8,0,0,0,0,0,0,0,0
USA,AMR,1962,1962,0,0,0,0,3.41,3.75,0.83,0,7.99,0,0,0,0,0,0,0,0
USA,AMR,1963,1963,0,0,0,0,3.44,3.82,0.87,0,8.14,0,0,0,0,0,0,0,0
USA,AMR,1964,1964,0,0,0,0,3.6,3.94,0.91,0,8.44,0,0,0,0,0,0,0,0
USA,AMR,1965,1965,0,0,0,0,3.75,3.94,0.91,0,8.59,0,0,0,0,0,0,0,0
USA,AMR,1966,1966,0,0,0,0,3.86,4.01,0.91,0,8.78,0,0,0,0,0,0,0,0
USA,AMR,1967,1967,0,0,0,0,3.97,4.05,0.95,0,8.97,0,0,0,0,0,0,0,0
USA,AMR,1968,1968,0,0,0,0,4.16,4.13,0.98,0,9.27,0,0,0,0,0,0,0,0
USA,AMR,1969,1969,0,0,0,0,4.28,4.24,0.98,0,9.5,0,0,0,0,0,0,0,0
USA,AMR,1970,1970,0,0,0,0,4.2,4.31,1.02,0,9.54,0,0,0,0,0,0,0,0
USA,AMR,1971,1971,0,0,0,0,4.24,4.35,1.17,0,9.77,0,0,0,0,0,0,0,0
USA,AMR,1972,1972,0,0,0,0,4.13,4.43,1.14,0,9.69,0,0,0,0,0,0,0,0
USA,AMR,1973,1973,0,0,0,0,4.16,4.54,1.17,0,9.88,0,0,0,0,0,0,0,0
USA,AMR,1974,1974,0,0,0,0,4.2,4.73,1.17,0,10.11,0,0,0,0,0,0,0,0
USA,AMR,1975,1975,0,0,0,0,4.2,4.77,1.21,0,10.18,0,0,0,0,0,0,0,0
USA,AMR,1976,1976,0,0,0,0,4.16,4.81,1.21,0,10.18,0,0,0,0,0,0,0,0
USA,AMR,1977,1977,0,0,0,0,4.01,4.88,1.1,0,9.99,0,0,0,0,0,0,0,0
USA,AMR,1978,1978,0,0,0,0,4.05,5.03,1.17,0,10.26,0,0,0,0,0,0,0,0
USA,AMR,1979,1979,0,0,0,0,4.01,5.19,1.21,0,10.41,0,0,0,0,0,0,0,0
USA,AMR,1980,1980,0,0,0,0,3.94,5.22,1.29,0,10.45,0,0,0,0,0,0,0,0
USA,AMR,1981,1981,0,0,0,0,3.86,5.26,1.32,0,10.45,0,0,0,0,0,0,0,0
USA,AMR,1982,1982,0,0,0,0,3.71,5.22,1.36,0,10.3,0,0,0,0,0,0,0,0
USA,AMR,1983,1983,0,0,0,0,3.63,5.19,1.36,0,10.18,0,0,0,0,0,0,0,0
USA,AMR,1984,1984,0,0,0,0,3.56,5.22,1.4,0,10.18,0,0,0,0,0,0,0,0
USA,AMR,1985,1985,0,0,0,0,3.41,5.03,1.44,0,9.88,0,0,0,0,0,0,0,0
USA,AMR,1986,1986,0,0,0,0,3.18,5.07,1.48,0,9.73,0,0,0,0,0,0,0,0
USA,AMR,1987,1987,0,0,0,0,3.1,5.07,1.44,0,9.61,0,0,0,0,0,0,0,0
USA,AMR,1988,1988,0,0,0,0,2.99,5.03,1.36,0,9.39,0,0,0,0,0,0,0,0
USA,AMR,1989,1989,0,0,0,0,2.91,4.96,1.29,0,9.16,0,0,0,0,0,0,0,0
USA,AMR,1990,1990,0,0,0,0,2.91,5.07,1.25,0,9.24,0.9,0,0,0,0,0,0,0
USA,AMR,1991,1991,0,0,0,0,2.69,4.88,1.14,0,8.71,0,0,0,0,0,0,0,0
USA,AMR,1992,1992,0,0,0,0,2.69,4.88,1.14,0,8.71,0,0,0,0,0,0,0,0
USA,AMR,1993,1993,0,0,0,0,2.57,4.77,1.06,0,8.4,0,0,0,0,0,0,0,0
USA,AMR,1994,1994,0,0,0,0,2.46,4.73,1.06,0,8.25,0,0,0,0,0,0,0,0
USA,AMR,1995,1995,0,0,0,0,2.38,4.66,1.1,0,8.14,0.9,0,0,0,0,0,0,0
USA,AMR,1996,1996,0,0,0,0,2.38,4.66,1.14,0,8.18,0,0,0,0,0,0,0,0
USA,AMR,1997,1997,0,0,0,0,2.35,4.62,1.14,0,8.1,0,0,0,0,0,0,0,0
USA,AMR,1998,1998,0,0,0,0,2.35,4.62,1.14,0,8.1,0.9,0,0,0,0,0,0,0
USA,AMR,1999,1999,0,0,0,0,2.38,4.66,1.17,0,8.21,0.9,0,0,0,0,0,0,0
USA,AMR,2000,2000,0,0,0,0,4.84,9.24,2.34,0,16.42,1,0,0,0,0,0,0,0
USA,AMR,2001,2001,0,0,0,0,4.84,9.32,2.34,0,16.5,0.9,0,0,0,0,0,0,0
USA,AMR,2002,2002,0,0,0,0,4.84,9.32,2.5,0,16.66,0.9,0,0,0,0,0,0,0
USA,AMR,2003,2003,0,0,0,0,5.08,9.16,2.58,0,16.8,1,0,0,0,0,0,0,0
USA,AMR,2004,2004,0,0,0,0,5.14,9.16,2.64,0,16.96,1.1,0,0,0,0,0,0,0
USA,AMR,2005,2005,0,0,0,0,5.3,9,2.72,0,17.04,0.9,0,0,0,0,0,0,0
USA,AMR,2006,2006,0,0,0,0,5.38,9.08,2.8,0,17.26,1,0,0,0,0,0,0,0
USA,AMR,2007,2007,0,0,0,0,5.52,9.08,2.88,0,17.48,0.9,0,0,0,0,0,0,0
USA,AMR,2008,2008,0,0,0,0,5.52,9.08,2.88,0,17.48,0.9,0,0,0,0,0,0,0
USA,AMR,2009,2009,0,0,0,0,5.6,8.86,2.96,0,17.42,0.9,0,0,0,0,0,0,0
USA,AMR,2010,2010,0,0,0,0,5.609999999999999,8.61,2.8899999999999997,0,17.11,0,0,0,0,0,0,0,0
USA,AMR,2011,2011,0,0,0,0,5.77,8.46,3.1,0,17.33,0,0,0,0,0,0,0,0
USA,AMR,2012,2012,0,0,0,0,5.91,8.57,3.1900000000000004,0,17.68,0,0,0,0,0,0,0,0
USA,AMR,2013,2013,0,0,0,0,5.98,8.47,3.18,0,17.630000000000003,0,0,0,0,0,0,0,0
USA,AMR,2014,2014,0,0,0,0,6.039999999999999,8.31,3.24,0,17.59,0,0,0,0,0,0,0,0
USA,AMR,2015,2015,0,0,0,0,3.07,4.13,1.59,0,8.78,0,0,0,0,0,0,0,0
UZB,EUR,1992,1992,0,0,0,0,0.39,0.32,0.6,0,1.32,3.2,0,0,0,0,0,0,Vodka
UZB,EUR,1993,1993,0,0,0,0,0.3,0.33,0.47,0,1.1,2.9,0,0,0,0,0,0,Vodka
UZB,EUR,1994,1994,0,0,0,0,1.1,0.31,0.42,0,1.84,2.5,0,0,0,0,0,0,Vodka
UZB,EUR,1995,1995,0,0,0,0,0.89,0.29,0.72,0,1.9,1.9,0,0,0,0,0,0,Vodka
UZB,EUR,1996,1996,0,0,0,0,0.87,0.36,0.41,0,1.64,0,0,0,0,0,0,0,Vodka
UZB,EUR,1997,1997,0,0,0,0,0.89,0.26,0.52,0,1.67,0,0,0,0,0,0,0,Vodka
UZB,EUR,1998,1998,0,0,0,0,1.01,0.23,0.49,0,1.73,0,0,0,0,0,0,0,Vodka
UZB,EUR,1999,1999,0,0,0,0,1.01,0.23,0.47,0,1.71,0,0,0,0,0,0,0,Vodka
UZB,EUR,2000,2000,0,0,0,0,3.5300000000000002,0.45,0.85,0,4.82,0,0,0,0,0,0,0,Vodka
UZB,EUR,2001,2001,0,0,0,0,3.51,0.43000000000000005,0.8200000000000001,0,4.76,0,0,0,0,0,0,0,Vodka
UZB,EUR,2002,2002,0,0,0,0,3.46,0.51,0.62,0,4.59,0,0,0,0,0,0,0,Vodka
UZB,EUR,2003,2003,0,0,0,0,3.5199999999999996,0.52,0.8400000000000001,0,4.890000000000001,0,0,0,0,0,0,0,Vodka
UZB,EUR,2004,2004,0,0,0,0,2.3600000000000003,0.62,0.62,0,3.6100000000000003,0,0,0,0,0,0,0,Vodka
UZB,EUR,2005,2005,0,0,0,0,2.5,0.74,0.43,0,3.66,0,0,0,0,0,0,0,Vodka
