Id_x,IndicatorCode_x,SpatialDimType_x,SpatialDim,ParentLocationCode_x,TimeDimType_x,ParentLocation_x,Dim1Type_x,Dim1_x,TimeDim_x,Dim2Type_x,Dim2_x,Dim3Type_x,Dim3_x,DataSourceDimType_x,DataSourceDim_x,Value_x,NumericValue_x,Low_x,High_x,Comments_x,Date_x,TimeDimensionValue,TimeDimensionBegin_x,TimeDimensionEnd_x,Id_y,IndicatorCode_y,SpatialDimType_y,TimeDimType_y,ParentLocationCode_y,ParentLocation_y,Dim1Type_y,Dim1_y,TimeDim_y,Dim2Type_y,Dim2_y,Dim3Type_y,Dim3_y,DataSourceDimType_y,DataSourceDim_y,Value_y,NumericValue_y,Low_y,High_y,Comments_y,Date_y,TimeDimensionBegin_y,TimeDimensionEnd_y
4529302,SA_0000001476,COUNTRY,HRV,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_HRV,1.5,1.5,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322891,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,67.3,67.30939,,,,2020-12-04T17:01:24+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529302,SA_0000001476,COUNTRY,HRV,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_HRV,1.5,1.5,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356088,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,65.1,65.09979,,,,2020-12-04T17:01:23+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539526,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:07+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389389,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,69.2,69.16929,,,,2020-12-04T16:59:53+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539526,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:07+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389388,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,70.4,70.39115,,,,2020-12-04T16:59:54+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539526,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:07+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389317,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,71.6,71.56104,,,,2020-12-04T16:59:53+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539104,SA_0000001476,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NZL,1.7,1.7,,,,2018-10-25T13:07:03+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422811,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2015,,,,,,,69.9,69.89139,,,,2020-12-04T17:02:42+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539104,SA_0000001476,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NZL,1.7,1.7,,,,2018-10-25T13:07:03+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422865,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2015,,,,,,,69.3,69.26366,,,,2020-12-04T17:02:41+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539104,SA_0000001476,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NZL,1.7,1.7,,,,2018-10-25T13:07:03+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422849,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2015,,,,,,,70.5,70.5162,,,,2020-12-04T17:02:42+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4529145,SA_0000001476,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_JPN,1.2,1.2,,,,2018-10-25T13:07:06+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257516,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2000,,,,,,,73.5,73.54464,,,,2020-12-04T17:01:42+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529145,SA_0000001476,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_JPN,1.2,1.2,,,,2018-10-25T13:07:06+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257494,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2000,,,,,,,69.5,69.46229,,,,2020-12-04T17:01:41+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529145,SA_0000001476,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_JPN,1.2,1.2,,,,2018-10-25T13:07:06+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257454,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2000,,,,,,,71.6,71.57782,,,,2020-12-04T17:01:42+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539201,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.8,1.8,,,,2018-10-25T13:07:02+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356143,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,64.9,64.8573,,,,2020-12-04T17:02:16+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539201,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.8,1.8,,,,2018-10-25T13:07:02+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356182,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,66.2,66.21347,,,,2020-12-04T17:02:15+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539201,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.8,1.8,,,,2018-10-25T13:07:02+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356214,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,63.6,63.56225,,,,2020-12-04T17:02:15+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548523,SA_0000001476,COUNTRY,IRL,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_IRL,2.5,2.5,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422672,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,71.2,71.16127,,,,2020-12-04T17:01:31+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548523,SA_0000001476,COUNTRY,IRL,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_IRL,2.5,2.5,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422667,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,70.2,70.15884,,,,2020-12-04T17:01:30+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548523,SA_0000001476,COUNTRY,IRL,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_IRL,2.5,2.5,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422700,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,70.7,70.66066,,,,2020-12-04T17:01:31+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548527,SA_0000001476,COUNTRY,UKR,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UKR,1.3,1.3,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5456156,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,63.8,63.78681,,,,2020-12-04T17:03:42+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548527,SA_0000001476,COUNTRY,UKR,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UKR,1.3,1.3,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5456510,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,67.3,67.3017,,,,2020-12-04T17:03:41+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548527,SA_0000001476,COUNTRY,UKR,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UKR,1.3,1.3,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5456141,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,60.1,60.09502,,,,2020-12-04T17:03:41+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539209,SA_0000001476,COUNTRY,SVN,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SVN,1,1.0,,,,2018-10-25T13:07:06+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356285,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,67.0,66.95734,,,,2020-12-04T17:03:19+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539209,SA_0000001476,COUNTRY,SVN,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SVN,1,1.0,,,,2018-10-25T13:07:06+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356316,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,69.2,69.23055,,,,2020-12-04T17:03:20+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539209,SA_0000001476,COUNTRY,SVN,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SVN,1,1.0,,,,2018-10-25T13:07:06+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356284,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,71.4,71.41251,,,,2020-12-04T17:03:19+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539199,SA_0000001476,COUNTRY,ETH,AFR,YEAR,Africa,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ETH,3.6,3.6,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322902,WHOSIS_000002,COUNTRY,YEAR,AFR,Africa,SEX,SEX_MLE,2010,,,,,,,54.2,54.17543,,,,2020-12-04T17:00:56+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539199,SA_0000001476,COUNTRY,ETH,AFR,YEAR,Africa,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ETH,3.6,3.6,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322854,WHOSIS_000002,COUNTRY,YEAR,AFR,Africa,SEX,SEX_FMLE,2010,,,,,,,55.8,55.76558,,,,2020-12-04T17:00:57+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539199,SA_0000001476,COUNTRY,ETH,AFR,YEAR,Africa,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ETH,3.6,3.6,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322853,WHOSIS_000002,COUNTRY,YEAR,AFR,Africa,SEX,SEX_BTSX,2010,,,,,,,55.0,54.9553,,,,2020-12-04T17:00:57+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548519,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:01+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389408,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,63.1,63.09249,,,,2020-12-04T16:59:55+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548519,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:01+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389390,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,61.5,61.49538,,,,2020-12-04T16:59:54+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548519,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:01+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389318,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,64.7,64.71699,,,,2020-12-04T16:59:55+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548489,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2,2.0,,,,2018-10-25T13:07:01+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321517,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_BTSX,2010,,,,,,,70.8,70.83508,,,,2020-12-04T17:00:22+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548489,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2,2.0,,,,2018-10-25T13:07:01+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322816,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_FMLE,2010,,,,,,,71.7,71.69492,,,,2020-12-04T17:00:22+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548489,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2,2.0,,,,2018-10-25T13:07:01+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322817,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_MLE,2010,,,,,,,69.9,69.92245,,,,2020-12-04T17:00:21+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539211,SA_0000001476,COUNTRY,TJK,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TJK,0.1,0.1,,,,2018-10-25T13:07:10+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5389235,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,62.2,62.18836,,,,2020-12-04T17:03:30+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539211,SA_0000001476,COUNTRY,TJK,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TJK,0.1,0.1,,,,2018-10-25T13:07:10+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356297,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,59.7,59.66931,,,,2020-12-04T17:03:29+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539211,SA_0000001476,COUNTRY,TJK,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TJK,0.1,0.1,,,,2018-10-25T13:07:10+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5389234,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,60.9,60.85826,,,,2020-12-04T17:03:31+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548525,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,1.8,1.8,,,,2018-10-25T13:07:08+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422838,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,66.5,66.46303,,,,2020-12-04T17:03:00+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548525,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,1.8,1.8,,,,2018-10-25T13:07:08+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422868,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,58.8,58.7691,,,,2020-12-04T17:02:59+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548525,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,1.8,1.8,,,,2018-10-25T13:07:08+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5456060,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,62.7,62.67002,,,,2020-12-04T17:03:00+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548524,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,1.6,1.6,,,,2018-10-25T13:07:03+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422735,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,71.6,71.55554,,,,2020-12-04T17:01:38+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548524,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,1.6,1.6,,,,2018-10-25T13:07:03+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422704,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,70.7,70.65452,,,,2020-12-04T17:01:37+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548524,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,1.6,1.6,,,,2018-10-25T13:07:03+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422675,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,72.4,72.36314,,,,2020-12-04T17:01:38+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548522,SA_0000001476,COUNTRY,HUN,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_HUN,2.9,2.9,,,,2018-10-25T13:07:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422699,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,68.7,68.67419,,,,2020-12-04T17:01:26+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548522,SA_0000001476,COUNTRY,HUN,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_HUN,2.9,2.9,,,,2018-10-25T13:07:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422729,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,66.6,66.60387,,,,2020-12-04T17:01:27+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548522,SA_0000001476,COUNTRY,HUN,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_HUN,2.9,2.9,,,,2018-10-25T13:07:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422730,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,64.3,64.34644,,,,2020-12-04T17:01:26+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539203,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,2.1,2.1,,,,2018-10-25T13:07:05+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356262,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,71.0,71.02988,,,,2020-12-04T17:02:39+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539203,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,2.1,2.1,,,,2018-10-25T13:07:05+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356200,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,69.3,69.26863,,,,2020-12-04T17:02:38+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539203,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,2.1,2.1,,,,2018-10-25T13:07:05+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356220,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,70.2,70.17695,,,,2020-12-04T17:02:39+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539116,SA_0000001476,COUNTRY,GRC,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GRC,0.9,0.9,,,,2018-10-25T13:07:01+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257471,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2000,,,,,,,68.6,68.63454,,,,2020-12-04T17:01:17+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539116,SA_0000001476,COUNTRY,GRC,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GRC,0.9,0.9,,,,2018-10-25T13:07:01+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257446,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2000,,,,,,,69.8,69.8172,,,,2020-12-04T17:01:16+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539116,SA_0000001476,COUNTRY,GRC,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GRC,0.9,0.9,,,,2018-10-25T13:07:01+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5256616,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,67.5,67.46355,,,,2020-12-04T17:01:16+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4548520,SA_0000001476,COUNTRY,CZE,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CZE,1.2,1.2,,,,2018-10-25T13:07:11+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422624,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,66.4,66.36488,,,,2020-12-04T17:00:41+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4548520,SA_0000001476,COUNTRY,CZE,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CZE,1.2,1.2,,,,2018-10-25T13:07:11+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389454,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,70.2,70.16754,,,,2020-12-04T17:00:41+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
