Id_x,IndicatorCode_x,SpatialDimType_x,SpatialDim,ParentLocationCode_x,TimeDimType_x,ParentLocation_x,Dim1Type_x,Dim1_x,TimeDim_x,Dim2Type_x,Dim2_x,Dim3Type_x,Dim3_x,DataSourceDimType_x,DataSourceDim_x,Value_x,NumericValue_x,Low_x,High_x,Comments_x,Date_x,TimeDimensionValue,TimeDimensionBegin_x,TimeDimensionEnd_x,Id_y,IndicatorCode_y,SpatialDimType_y,TimeDimType_y,ParentLocationCode_y,ParentLocation_y,Dim1Type_y,Dim1_y,TimeDim_y,Dim2Type_y,Dim2_y,Dim3Type_y,Dim3_y,DataSourceDimType_y,DataSourceDim_y,Value_y,NumericValue_y,Low_y,High_y,Comments_y,Date_y,TimeDimensionBegin_y,TimeDimensionEnd_y
4539163,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.7,1.7,,,,2018-10-25T13:07:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389419,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,70.5,70.52639,,,,2020-12-04T17:00:47+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539163,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.7,1.7,,,,2018-10-25T13:07:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422626,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,70.1,70.09451,,,,2020-12-04T17:00:46+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539163,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.7,1.7,,,,2018-10-25T13:07:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389420,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,70.9,70.93359,,,,2020-12-04T17:00:46+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539115,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,5.8,5.8,,,,2018-10-25T13:07:02+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257428,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,66.5,66.50073,,,,2020-12-04T17:01:05+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539115,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,5.8,5.8,,,,2018-10-25T13:07:02+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257464,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2000,,,,,,,67.6,67.57213,,,,2020-12-04T17:01:06+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539115,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,5.8,5.8,,,,2018-10-25T13:07:02+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5256643,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2000,,,,,,,68.6,68.57129,,,,2020-12-04T17:01:05+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539164,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,2.2,2.2,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389470,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,65.0,65.02757,,,,2020-12-04T17:00:55+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539164,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,2.2,2.2,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389429,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,71.1,71.11841,,,,2020-12-04T17:00:55+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539164,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,2.2,2.2,,,,2018-10-25T13:07:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389469,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,68.3,68.25513,,,,2020-12-04T17:00:56+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539527,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.2,1.2,,,,2018-10-25T13:07:01+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422790,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,64.2,64.16281,,,,2020-12-04T17:02:15+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539527,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.2,1.2,,,,2018-10-25T13:07:01+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422774,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,66.5,66.5397,,,,2020-12-04T17:02:16+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539527,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.2,1.2,,,,2018-10-25T13:07:01+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5422826,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,65.3,65.32852,,,,2020-12-04T17:02:16+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539192,SA_0000001476,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUS,2.6,2.6,,,,2018-10-25T13:07:04+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321392,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2010,,,,,,,70.2,70.16705,,,,2020-12-04T16:59:52+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539192,SA_0000001476,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUS,2.6,2.6,,,,2018-10-25T13:07:04+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321466,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2010,,,,,,,69.2,69.16231,,,,2020-12-04T16:59:51+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539192,SA_0000001476,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUS,2.6,2.6,,,,2018-10-25T13:07:04+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321465,WHOSIS_000002,COUNTRY,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2010,,,,,,,71.2,71.1886,,,,2020-12-04T16:59:52+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539561,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,3.9,3.9,,,,2018-10-25T13:07:11+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5289335,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,67.0,67.00295,,,,2020-12-04T17:02:38+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539561,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,3.9,3.9,,,,2018-10-25T13:07:11+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5289333,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2000,,,,,,,68.4,68.43369,,,,2020-12-04T17:02:39+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539561,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,3.9,3.9,,,,2018-10-25T13:07:11+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5289334,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2000,,,,,,,69.8,69.81198,,,,2020-12-04T17:02:39+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529138,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2.1,2.1,,,,2018-10-25T13:07:09+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5224469,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_FMLE,2000,,,,,,,70.6,70.64491,,,,2020-12-04T17:00:22+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529138,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2.1,2.1,,,,2018-10-25T13:07:09+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5256570,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_MLE,2000,,,,,,,68.1,68.11279,,,,2020-12-04T17:00:21+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529138,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2.1,2.1,,,,2018-10-25T13:07:09+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5256546,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_BTSX,2000,,,,,,,69.4,69.41611,,,,2020-12-04T17:00:22+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529301,SA_0000001476,COUNTRY,FIN,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_FIN,4.7,4.7,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322875,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,71.2,71.2142,,,,2020-12-04T17:00:58+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529301,SA_0000001476,COUNTRY,FIN,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_FIN,4.7,4.7,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322857,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,67.9,67.86093,,,,2020-12-04T17:00:58+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529301,SA_0000001476,COUNTRY,FIN,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_FIN,4.7,4.7,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322856,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,69.6,69.55476,,,,2020-12-04T17:00:59+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529146,SA_0000001476,COUNTRY,ROU,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ROU,3.8,3.8,,,,2018-10-25T13:07:10+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5289397,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2000,,,,,,,63.3,63.27088,,,,2020-12-04T17:02:59+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529146,SA_0000001476,COUNTRY,ROU,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ROU,3.8,3.8,,,,2018-10-25T13:07:10+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5289398,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2000,,,,,,,65.9,65.90732,,,,2020-12-04T17:02:58+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529146,SA_0000001476,COUNTRY,ROU,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ROU,3.8,3.8,,,,2018-10-25T13:07:10+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5289387,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,60.7,60.71832,,,,2020-12-04T17:02:58+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539191,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,1.8,1.8,,,,2018-10-25T13:07:03+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321404,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,67.2,67.18031,,,,2020-12-04T16:59:49+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539191,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,1.8,1.8,,,,2018-10-25T13:07:03+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321440,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,62.4,62.36471,,,,2020-12-04T16:59:49+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539191,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,1.8,1.8,,,,2018-10-25T13:07:03+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321408,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,64.8,64.8445,,,,2020-12-04T16:59:50+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529134,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,3.3,3.3,,,,2018-10-25T13:07:06+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257515,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2000,,,,,,,70.3,70.33992,,,,2020-12-04T17:01:35+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529134,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,3.3,3.3,,,,2018-10-25T13:07:06+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257514,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2000,,,,,,,69.8,69.82331,,,,2020-12-04T17:01:35+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529134,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,3.3,3.3,,,,2018-10-25T13:07:06+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5257500,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,69.3,69.2776,,,,2020-12-04T17:01:34+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539193,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.2,2.2,,,,2018-10-25T13:07:04+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321450,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,62.3,62.25875,,,,2020-12-04T17:00:09+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539193,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.2,2.2,,,,2018-10-25T13:07:04+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321512,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,66.7,66.74391,,,,2020-12-04T17:00:09+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539193,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.2,2.2,,,,2018-10-25T13:07:04+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321470,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,57.9,57.90538,,,,2020-12-04T17:00:08+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539113,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,3.5,3.5,,,,2018-10-25T13:07:07+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5256513,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,56.6,56.6286,,,,2020-12-04T17:00:08+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539113,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,3.5,3.5,,,,2018-10-25T13:07:07+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5224459,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2000,,,,,,,60.8,60.82161,,,,2020-12-04T17:00:09+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539113,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,3.5,3.5,,,,2018-10-25T13:07:07+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00,5256506,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2000,,,,,,,65.2,65.15917,,,,2020-12-04T17:00:09+01:00,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539194,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.6,1.6,,,,2018-10-25T13:07:07+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322834,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,69.4,69.41515,,,,2020-12-04T17:00:47+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539194,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.6,1.6,,,,2018-10-25T13:07:07+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322835,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,68.8,68.77981,,,,2020-12-04T17:00:46+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539194,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.6,1.6,,,,2018-10-25T13:07:07+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321481,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,70.0,70.02374,,,,2020-12-04T17:00:46+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529300,SA_0000001476,COUNTRY,CZE,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CZE,1.1,1.1,,,,2018-10-25T13:07:08+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5322831,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,69.9,69.86087,,,,2020-12-04T17:00:41+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529300,SA_0000001476,COUNTRY,CZE,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CZE,1.1,1.1,,,,2018-10-25T13:07:08+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321505,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,65.6,65.57121,,,,2020-12-04T17:00:41+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529300,SA_0000001476,COUNTRY,CZE,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CZE,1.1,1.1,,,,2018-10-25T13:07:08+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321478,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,67.7,67.74052,,,,2020-12-04T17:00:42+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548488,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321412,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,60.1,60.06379,,,,2020-12-04T16:59:54+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548488,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321497,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,61.7,61.70727,,,,2020-12-04T16:59:55+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4548488,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5321411,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,63.4,63.40581,,,,2020-12-04T16:59:55+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539095,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,1.2,1.2,,,,2018-10-25T13:07:10+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389400,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_BTSX,2015,,,,,,,71.1,71.14542,,,,2020-12-04T17:00:22+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539095,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,1.2,1.2,,,,2018-10-25T13:07:10+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389478,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_FMLE,2015,,,,,,,71.8,71.84573,,,,2020-12-04T17:00:22+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539095,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,1.2,1.2,,,,2018-10-25T13:07:10+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00,5389369,WHOSIS_000002,COUNTRY,YEAR,AMR,Americas,SEX,SEX_MLE,2015,,,,,,,70.4,70.41322,,,,2020-12-04T17:00:21+01:00,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4529302,SA_0000001476,COUNTRY,HRV,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_HRV,1.5,1.5,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00,5356087,WHOSIS_000002,COUNTRY,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,69.4,69.44032,,,,2020-12-04T17:01:23+01:00,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
