Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
932734,SA_0000001822,COUNTRY,MLT,EUR,YEAR,Europe,SEX,2018,SEX_MLE,,,,,,,12.4 [13.4-17.5],12.4,13.4,17.5,,2020-05-16T18:14:55+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942283,SA_0000001822,COUNTRY,TZA,AFR,YEAR,Africa,SEX,2018,SEX_MLE,,,,,,,18.8 [15.5-22.4],18.8,15.5,22.4,,2020-05-16T18:14:59+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923098,SA_0000001822,COUNTRY,COG,AFR,YEAR,Africa,SEX,2018,SEX_BTSX,,,,,,,9.3 [7.4-11.2],9.3,7.4,11.2,,2020-05-16T18:14:50+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942301,SA_0000001822,COUNTRY,VCT,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,14.4 [13.5-18.9],14.4,13.5,18.9,,2020-05-16T18:15:00+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932778,SA_0000001822,COUNTRY,NOR,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,3.6 [2.7-3.9],3.6,2.7,3.9,,2020-05-16T18:14:56+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942309,SA_0000001822,COUNTRY,VUT,WPR,YEAR,Western Pacific,SEX,2018,SEX_FMLE,,,,,,,0.8 [0.7-1.2],0.8,0.7,1.2,,2020-05-16T18:15:00+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932693,SA_0000001822,COUNTRY,LSO,AFR,YEAR,Africa,SEX,2018,SEX_BTSX,,,,,,,4.6 [3.4-5.5],4.6,3.4,5.5,,2020-05-16T18:14:54+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932863,SA_0000001822,COUNTRY,SRB,EUR,YEAR,Europe,SEX,2018,SEX_MLE,,,,,,,13.9 [11.7-15.6],13.9,11.7,15.6,,2020-05-16T18:14:58+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942271,SA_0000001822,COUNTRY,TTO,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,10.6 [9-12.6],10.6,9.0,12.6,,2020-05-16T18:14:59+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932870,SA_0000001822,COUNTRY,SUR,AMR,YEAR,Americas,SEX,2018,SEX_BTSX,,,,,,,5.3 [4.4-6.5],5.3,4.4,6.5,,2020-05-16T18:14:58+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932719,SA_0000001822,COUNTRY,MDV,SEAR,YEAR,South-East Asia,SEX,2018,SEX_MLE,,,,,,,3.5 [3.2-6.3],3.5,3.2,6.3,,2020-05-16T18:14:55+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932830,SA_0000001822,COUNTRY,RUS,EUR,YEAR,Europe,SEX,2018,SEX_MLE,,,,,,,19.1 [16.3-22.8],19.1,16.3,22.8,,2020-05-16T18:14:57+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932813,SA_0000001822,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,2018,SEX_BTSX,,,,,,,3.8 [3-4.7],3.8,3.0,4.7,,2020-05-16T18:14:57+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923018,SA_0000001822,COUNTRY,AUT,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,5.8 [4.9-6.6],5.8,4.9,6.6,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942281,SA_0000001822,COUNTRY,TZA,AFR,YEAR,Africa,SEX,2018,SEX_BTSX,,,,,,,11.3 [9.2-13.4],11.3,9.2,13.4,,2020-05-16T18:14:59+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923404,SA_0000001822,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_FMLE,,,,,,,0.1 [0.1-0.2],0.1,0.1,0.2,,2020-05-16T18:14:51+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923511,SA_0000001822,COUNTRY,KAZ,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,4.8 [3.8-5.7],4.8,3.8,5.7,,2020-05-16T18:14:53+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932760,SA_0000001822,COUNTRY,NAM,AFR,YEAR,Africa,SEX,2018,SEX_FMLE,,,,,,,2.1 [1.6-2.4],2.1,1.6,2.4,,2020-05-16T18:14:56+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923126,SA_0000001822,COUNTRY,DEU,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,6.2 [4.6-6.3],6.2,4.6,6.3,,2020-05-16T18:14:50+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
913104,SA_0000001822,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_BTSX,,,,,,,0.2 [0-0.6],0.2,0.0,0.6,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923056,SA_0000001822,COUNTRY,BOL,AMR,YEAR,Americas,SEX,2018,SEX_BTSX,,,,,,,4.4 [3.5-5.5],4.4,3.5,5.5,,2020-05-16T18:14:49+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932688,SA_0000001822,COUNTRY,LCA,AMR,YEAR,Americas,SEX,2018,SEX_FMLE,,,,,,,4.4 [4.5-6.1],4.4,4.5,6.1,,2020-05-16T18:14:54+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923488,SA_0000001822,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_FMLE,,,,,,,0.3 [0.1-0.5],0.3,0.1,0.5,,2020-05-16T18:14:53+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923515,SA_0000001822,COUNTRY,KEN,AFR,YEAR,Africa,SEX,2018,SEX_FMLE,,,,,,,1.1 [0.8-1.4],1.1,0.8,1.4,,2020-05-16T18:14:54+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932869,SA_0000001822,COUNTRY,STP,AFR,YEAR,Africa,SEX,2018,SEX_MLE,,,,,,,9.3 [7.3-11.4],9.3,7.3,11.4,,2020-05-16T18:14:58+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932797,SA_0000001822,COUNTRY,PAN,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,12.6 [10.3-15.2],12.6,10.3,15.2,,2020-05-16T18:14:56+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932833,SA_0000001822,COUNTRY,RWA,AFR,YEAR,Africa,SEX,2018,SEX_MLE,,,,,,,14.8 [12-17.8],14.8,12.0,17.8,,2020-05-16T18:14:57+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923039,SA_0000001822,COUNTRY,BGR,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,5.7 [4.7-6.4],5.7,4.7,6.4,,2020-05-16T18:14:49+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942316,SA_0000001822,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_MLE,,,,,,,0.1 [0-0.3],0.1,0.0,0.3,,2020-05-16T18:15:00+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923006,SA_0000001822,COUNTRY,ARG,AMR,YEAR,Americas,SEX,2018,SEX_FMLE,,,,,,,4.7 [3.8-5.1],4.7,3.8,5.1,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932890,SA_0000001822,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_MLE,,,,,,,0.4 [0.3-1],0.4,0.3,1.0,,2020-05-16T18:14:58+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923464,SA_0000001822,COUNTRY,GUY,AMR,YEAR,Americas,SEX,2018,SEX_FMLE,,,,,,,2.7 [2.3-3.3],2.7,2.3,3.3,,2020-05-16T18:14:52+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942313,SA_0000001822,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,2018,SEX_MLE,,,,,,,4.3 [3.7-6.3],4.3,3.7,6.3,,2020-05-16T18:15:00+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932854,SA_0000001822,COUNTRY,SLV,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,6.6 [5.3-8.5],6.6,5.3,8.5,,2020-05-16T18:14:58+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923449,SA_0000001822,COUNTRY,GNB,AFR,YEAR,Africa,SEX,2018,SEX_FMLE,,,,,,,2 [1.5-2.4],2.0,1.5,2.4,,2020-05-16T18:14:52+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923496,SA_0000001822,COUNTRY,ISR,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,4.2 [3.2-5.2],4.2,3.2,5.2,,2020-05-16T18:14:53+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932728,SA_0000001822,COUNTRY,MKD,EUR,YEAR,Europe,SEX,2018,SEX_MLE,,,,,,,9.9 [8.7-13.3],9.9,8.7,13.3,,2020-05-16T18:14:55+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923450,SA_0000001822,COUNTRY,GNB,AFR,YEAR,Africa,SEX,2018,SEX_MLE,,,,,,,9 [7-11.2],9.0,7.0,11.2,,2020-05-16T18:14:52+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923009,SA_0000001822,COUNTRY,ARM,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,2.6 [1.7-2.7],2.6,1.7,2.7,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932742,SA_0000001822,COUNTRY,MNG,WPR,YEAR,Western Pacific,SEX,2018,SEX_FMLE,,,,,,,3.8 [3-4.3],3.8,3.0,4.3,,2020-05-16T18:14:55+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932876,SA_0000001822,COUNTRY,SVN,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,11.9 [10-13.8],11.9,10.0,13.8,,2020-05-16T18:14:58+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923138,SA_0000001822,COUNTRY,DOM,AMR,YEAR,Americas,SEX,2018,SEX_FMLE,,,,,,,2.8 [2.4-3.4],2.8,2.4,3.4,,2020-05-16T18:14:51+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932721,SA_0000001822,COUNTRY,MEX,AMR,YEAR,Americas,SEX,2018,SEX_FMLE,,,,,,,2.1 [1.9-2.9],2.1,1.9,2.9,,2020-05-16T18:14:55+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923415,SA_0000001822,COUNTRY,ETH,AFR,YEAR,Africa,SEX,2018,SEX_BTSX,,,,,,,2.4 [1.5-3.4],2.4,1.5,3.4,,2020-05-16T18:14:51+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923088,SA_0000001822,COUNTRY,CHN,WPR,YEAR,Western Pacific,SEX,2018,SEX_MLE,,,,,,,10.9 [8.8-12.8],10.9,8.8,12.8,,2020-05-16T18:14:50+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923026,SA_0000001822,COUNTRY,BEL,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,11.1 [8.1-11.3],11.1,8.1,11.3,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932826,SA_0000001822,COUNTRY,ROU,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,5.5 [4.4-6],5.5,4.4,6.0,,2020-05-16T18:14:57+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923007,SA_0000001822,COUNTRY,ARG,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,14.9 [12.7-16.9],14.9,12.7,16.9,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923015,SA_0000001822,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,2018,SEX_FMLE,,,,,,,5.2 [4.3-5.7],5.2,4.3,5.7,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932809,SA_0000001822,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,2018,SEX_MLE,,,,,,,2.3 [1.5-3.4],2.3,1.5,3.4,,2020-05-16T18:14:57+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932747,SA_0000001822,COUNTRY,MRT,AFR,YEAR,Africa,SEX,2018,SEX_BTSX,,,,,,,0 [0-0.2],0.0,0.0,0.2,,2020-05-16T18:14:55+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923067,SA_0000001822,COUNTRY,BRN,WPR,YEAR,Western Pacific,SEX,2018,SEX_MLE,,,,,,,0.7 [1.1-2.3],0.7,1.1,2.3,,2020-05-16T18:14:49+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923421,SA_0000001822,COUNTRY,FJI,WPR,YEAR,Western Pacific,SEX,2018,SEX_BTSX,,,,,,,3.3 [2.9-4.8],3.3,2.9,4.8,,2020-05-16T18:14:51+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
913107,SA_0000001822,COUNTRY,AGO,AFR,YEAR,Africa,SEX,2018,SEX_BTSX,,,,,,,6.9 [5.7-8.2],6.9,5.7,8.2,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923478,SA_0000001822,COUNTRY,IDN,SEAR,YEAR,South-East Asia,SEX,2018,SEX_BTSX,,,,,,,0.6 [0.2-1.2],0.6,0.2,1.2,,2020-05-16T18:14:53+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932790,SA_0000001822,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_FMLE,,,,,,,0.2 [0.3-0.8],0.2,0.3,0.8,,2020-05-16T18:14:56+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923451,SA_0000001822,COUNTRY,GNQ,AFR,YEAR,Africa,SEX,2018,SEX_BTSX,,,,,,,7.2 [6-8.6],7.2,6.0,8.6,,2020-05-16T18:14:52+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932903,SA_0000001822,COUNTRY,TKM,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,4.9 [3.8-6.1],4.9,3.8,6.1,,2020-05-16T18:14:59+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923504,SA_0000001822,COUNTRY,JAM,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,6.8 [6.5-9.6],6.8,6.5,9.6,,2020-05-16T18:14:53+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923413,SA_0000001822,COUNTRY,EST,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,4.4 [7.3-9.7],4.4,7.3,9.7,,2020-05-16T18:14:51+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942297,SA_0000001822,COUNTRY,UZB,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,,,,,,,0.8 [0.5-1],0.8,0.5,1.0,,2020-05-16T18:14:59+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923100,SA_0000001822,COUNTRY,COG,AFR,YEAR,Africa,SEX,2018,SEX_MLE,,,,,,,14.6 [11.6-17.6],14.6,11.6,17.6,,2020-05-16T18:14:50+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942305,SA_0000001822,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,2018,SEX_BTSX,,,,,,,8.7 [6.7-10.7],8.7,6.7,10.7,,2020-05-16T18:15:00+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923443,SA_0000001822,COUNTRY,GIN,AFR,YEAR,Africa,SEX,2018,SEX_FMLE,,,,,,,0.3 [0.2-0.6],0.3,0.2,0.6,,2020-05-16T18:14:52+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
913108,SA_0000001822,COUNTRY,AGO,AFR,YEAR,Africa,SEX,2018,SEX_FMLE,,,,,,,3.1 [2.4-3.5],3.1,2.4,3.5,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923447,SA_0000001822,COUNTRY,GMB,AFR,YEAR,Africa,SEX,2018,SEX_MLE,,,,,,,6.1 [5.2-8.3],6.1,5.2,8.3,,2020-05-16T18:14:52+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932821,SA_0000001822,COUNTRY,PRY,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,11.9 [10.3-14.6],11.9,10.3,14.6,,2020-05-16T18:14:57+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932883,SA_0000001822,COUNTRY,SWZ,AFR,YEAR,Africa,SEX,2018,SEX_FMLE,,,,,,,3.8 [3-4.3],3.8,3.0,4.3,,2020-05-16T18:14:58+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923044,SA_0000001822,COUNTRY,BHS,AMR,YEAR,Americas,SEX,2018,SEX_BTSX,,,,,,,4.8 [13.4-17],4.8,13.4,17.0,,2020-05-16T18:14:49+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932885,SA_0000001822,COUNTRY,SYC,AFR,YEAR,Africa,SEX,2018,SEX_BTSX,,,,,,,20.5 [21.2-27.2],20.5,21.2,27.2,,2020-05-16T18:14:58+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
942312,SA_0000001822,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,2018,SEX_FMLE,,,,,,,0.9 [0.8-1.4],0.9,0.8,1.4,,2020-05-16T18:15:00+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923474,SA_0000001822,COUNTRY,HTI,AMR,YEAR,Americas,SEX,2018,SEX_MLE,,,,,,,4.5 [3.6-5.6],4.5,3.6,5.6,,2020-05-16T18:14:53+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923491,SA_0000001822,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_FMLE,,,,,,,0.1 [0.1-0.2],0.1,0.1,0.2,,2020-05-16T18:14:53+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923050,SA_0000001822,COUNTRY,BLR,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,11.5 [9.6-12.7],11.5,9.6,12.7,,2020-05-16T18:14:49+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923031,SA_0000001822,COUNTRY,BEN,AFR,YEAR,Africa,SEX,2018,SEX_MLE,,,,,,,4.5 [3.1-6.2],4.5,3.1,6.2,,2020-05-16T18:14:48+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932837,SA_0000001822,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,2018,SEX_BTSX,,,,,,,0.5 [0.1-1.1],0.5,0.1,1.1,,2020-05-16T18:14:57+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923038,SA_0000001822,COUNTRY,BGR,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,12.7 [11-14.6],12.7,11.0,14.6,,2020-05-16T18:14:49+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923499,SA_0000001822,COUNTRY,ITA,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,7.8 [6.9-9.4],7.8,6.9,9.4,,2020-05-16T18:14:53+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
923090,SA_0000001822,COUNTRY,CIV,AFR,YEAR,Africa,SEX,2018,SEX_FMLE,,,,,,,1.1 [0.8-1.5],1.1,0.8,1.5,,2020-05-16T18:14:50+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
932726,SA_0000001822,COUNTRY,MKD,EUR,YEAR,Europe,SEX,2018,SEX_BTSX,,,,,,,6.2 [5.4-8.3],6.2,5.4,8.3,,2020-05-16T18:14:55+02:00,2016-2018,2016-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
