Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4529250,SA_0000001476,COUNTRY,MEX,AMR,YEAR,Americas,,,2008,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MEX,1.9,1.9,,,,2018-10-25T13:07:05+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4539129,SA_0000001476,COUNTRY,FIN,EUR,YEAR,Europe,,,2004,,,,,DATASOURCE,DATASOURCE_SA_0000001476_FIN,4.8,4.8,,,,2018-10-25T13:07:09+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4539560,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,2.1,2.1,,,,2018-10-25T13:07:11+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539542,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,1995,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.9,0.9,,,,2018-10-25T13:07:09+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
4539519,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,1,1.0,,,,2018-10-25T13:07:11+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4539218,SA_0000001476,COUNTRY,POL,EUR,YEAR,Europe,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_POL,0.8,0.8,,,,2018-10-25T13:07:09+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4529226,SA_0000001476,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2007,,,,,DATASOURCE,DATASOURCE_SA_0000001476_THA,1.6,1.6,,,,2018-10-25T13:07:05+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4519731,SA_0000001476,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUS,2.9,2.9,,,,2018-10-25T13:07:06+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4539087,SA_0000001476,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SGP,0.3,0.3,,,,2018-10-25T13:07:08+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4548481,SA_0000001476,COUNTRY,TJK,EUR,YEAR,Europe,,,2008,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TJK,0.1,0.1,,,,2018-10-25T13:07:08+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4539529,SA_0000001476,COUNTRY,ITA,EUR,YEAR,Europe,,,2016,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ITA,1.6,1.6,,,,2018-10-25T13:07:10+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4539518,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,6.2,6.2,,,,2018-10-25T13:07:05+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4539517,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,1.2,1.2,,,,2018-10-25T13:07:08+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4529075,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,3.4,3.4,,,,2018-10-25T13:07:06+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4548513,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.5,2.5,,,,2018-10-25T13:07:04+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4529107,SA_0000001476,COUNTRY,SWE,EUR,YEAR,Europe,,,1995,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SWE,3.1,3.1,,,,2018-10-25T13:07:04+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
4529221,SA_0000001476,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2007,,,,,DATASOURCE,DATASOURCE_SA_0000001476_JPN,1.1,1.1,,,,2018-10-25T13:07:09+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4548512,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:04+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4548490,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,2.2,2.2,,,,2018-10-25T13:07:08+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4519724,SA_0000001476,COUNTRY,TKM,EUR,YEAR,Europe,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TKM,2.6,2.6,,,,2018-10-25T13:07:10+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
4519730,SA_0000001476,COUNTRY,POL,EUR,YEAR,Europe,,,1992,,,,,DATASOURCE,DATASOURCE_SA_0000001476_POL,7.2,7.2,,,,2018-10-25T13:07:00+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
4539544,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,1995,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,6,6.0,,,,2018-10-25T13:07:05+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
4548529,SA_0000001476,COUNTRY,ALB,EUR,YEAR,Europe,,,2016,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ALB,1.3,1.3,,,,2018-10-25T13:07:06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4539072,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2011,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.5,0.5,,,,2018-10-25T13:07:06+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4529174,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:06+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4548504,SA_0000001476,COUNTRY,SWE,EUR,YEAR,Europe,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SWE,1.9,1.9,,,,2018-10-25T13:07:02+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4548533,SA_0000001476,COUNTRY,UZB,EUR,YEAR,Europe,,,2016,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UZB,0.5,0.5,,,,2018-10-25T13:07:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4529097,SA_0000001476,COUNTRY,ROU,EUR,YEAR,Europe,,,1997,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ROU,2.9,2.9,,,,2018-10-25T13:07:01+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4548496,SA_0000001476,COUNTRY,TJK,EUR,YEAR,Europe,,,2011,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TJK,0.1,0.1,,,,2018-10-25T13:07:05+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4529148,SA_0000001476,COUNTRY,SVN,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SVN,1.1,1.1,,,,2018-10-25T13:07:02+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529099,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,1998,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.5,1.5,,,,2018-10-25T13:07:01+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
4539202,SA_0000001476,COUNTRY,NLD,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NLD,0.7,0.7,,,,2018-10-25T13:07:07+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4519644,SA_0000001476,COUNTRY,USA,AMR,YEAR,Americas,,,1990,,,,,DATASOURCE,DATASOURCE_SA_0000001476_USA,0.9,0.9,,,,2018-10-25T13:07:06+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4529088,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,1996,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2,2.0,,,,2018-10-25T13:07:01+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4529172,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2004,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,1.9,1.9,,,,2018-10-25T13:07:01+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4519643,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,1990,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,4.6,4.6,,,,2018-10-25T13:07:02+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4519732,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,5.6,5.6,,,,2018-10-25T13:07:07+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4529234,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,2009,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,1.6,1.6,,,,2018-10-25T13:07:09+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4539564,SA_0000001476,COUNTRY,SVN,EUR,YEAR,Europe,,,2001,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SVN,1,1.0,,,,2018-10-25T13:07:02+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4529301,SA_0000001476,COUNTRY,FIN,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_FIN,4.7,4.7,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529085,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,1995,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,1.7,1.7,,,,2018-10-25T13:07:06+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
4548530,SA_0000001476,COUNTRY,AZE,EUR,YEAR,Europe,,,2016,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AZE,0.6,0.6,,,,2018-10-25T13:07:03+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4539174,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2016,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.1,1.1,,,,2018-10-25T13:07:10+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4539504,SA_0000001476,COUNTRY,POL,EUR,YEAR,Europe,,,1990,,,,,DATASOURCE,DATASOURCE_SA_0000001476_POL,8.5,8.5,,,,2018-10-25T13:07:00+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4539145,SA_0000001476,COUNTRY,FIN,EUR,YEAR,Europe,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_FIN,4.6,4.6,,,,2018-10-25T13:07:11+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4529203,SA_0000001476,COUNTRY,SVN,EUR,YEAR,Europe,,,2004,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SVN,0.9,0.9,,,,2018-10-25T13:07:11+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4529083,SA_0000001476,COUNTRY,KGZ,EUR,YEAR,Europe,,,1995,,,,,DATASOURCE,DATASOURCE_SA_0000001476_KGZ,1.9,1.9,,,,2018-10-25T13:07:00+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
4529194,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,2003,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,1.6,1.6,,,,2018-10-25T13:07:08+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4519648,SA_0000001476,COUNTRY,CYP,EUR,YEAR,Europe,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CYP,0.6,0.6,,,,2018-10-25T13:07:00+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
4539219,SA_0000001476,COUNTRY,UKR,EUR,YEAR,Europe,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UKR,1.5,1.5,,,,2018-10-25T13:07:06+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4539576,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,1.9,1.9,,,,2018-10-25T13:07:03+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4548471,SA_0000001476,COUNTRY,USA,AMR,YEAR,Americas,,,2006,,,,,DATASOURCE,DATASOURCE_SA_0000001476_USA,1,1.0,,,,2018-10-25T13:07:10+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4539503,SA_0000001476,COUNTRY,MDA,EUR,YEAR,Europe,,,1990,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MDA,2.6,2.6,,,,2018-10-25T13:07:00+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4539540,SA_0000001476,COUNTRY,MEX,AMR,YEAR,Americas,,,1994,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MEX,1,1.0,,,,2018-10-25T13:07:08+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
4519710,SA_0000001476,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_JPN,1.2,1.2,,,,2018-10-25T13:07:02+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4539536,SA_0000001476,COUNTRY,TJK,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_TJK,2.2,2.2,,,,2018-10-25T13:07:04+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4548525,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,1.8,1.8,,,,2018-10-25T13:07:08+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4529240,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2006,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.3,1.3,,,,2018-10-25T13:07:10+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4519697,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,2.8,2.8,,,,2018-10-25T13:07:05+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
4548475,SA_0000001476,COUNTRY,HUN,EUR,YEAR,Europe,,,2007,,,,,DATASOURCE,DATASOURCE_SA_0000001476_HUN,1.1,1.1,,,,2018-10-25T13:07:09+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4529285,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2012,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,1.1,1.1,,,,2018-10-25T13:07:06+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4529078,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,1994,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,2.4,2.4,,,,2018-10-25T13:07:03+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
4529157,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2002,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:10+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4539543,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,1995,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,3.3,3.3,,,,2018-10-25T13:07:01+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
4539557,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,1999,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.5,1.5,,,,2018-10-25T13:07:01+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4539181,SA_0000001476,COUNTRY,AUT,EUR,YEAR,Europe,,,2008,,,,,DATASOURCE,DATASOURCE_SA_0000001476_AUT,1.4,1.4,,,,2018-10-25T13:07:00+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4539074,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2011,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,1.7,1.7,,,,2018-10-25T13:07:06+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4529134,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,3.3,3.3,,,,2018-10-25T13:07:06+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4529231,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2008,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,1.6,1.6,,,,2018-10-25T13:07:10+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4529230,SA_0000001476,COUNTRY,MKD,EUR,YEAR,Europe,,,2008,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MKD,1.7,1.7,,,,2018-10-25T13:07:04+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4529207,SA_0000001476,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_LBN,0.1,0.1,,,,2018-10-25T13:07:04+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4539580,SA_0000001476,COUNTRY,SVN,EUR,YEAR,Europe,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SVN,0.9,0.9,,,,2018-10-25T13:07:10+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4529057,SA_0000001476,COUNTRY,ARM,EUR,YEAR,Europe,,,1994,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ARM,2.2,2.2,,,,2018-10-25T13:07:00+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
4529055,SA_0000001476,COUNTRY,MDA,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_MDA,2.2,2.2,,,,2018-10-25T13:07:03+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4519718,SA_0000001476,COUNTRY,UZB,EUR,YEAR,Europe,,,1993,,,,,DATASOURCE,DATASOURCE_SA_0000001476_UZB,2.9,2.9,,,,2018-10-25T13:07:06+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
4529114,SA_0000001476,COUNTRY,NOR,EUR,YEAR,Europe,,,1997,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NOR,4.1,4.1,,,,2018-10-25T13:07:07+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4548526,SA_0000001476,COUNTRY,SVN,EUR,YEAR,Europe,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_SVN,1,1.0,,,,2018-10-25T13:07:11+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4539490,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.7,1.7,,,,2018-10-25T13:07:02+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4539100,SA_0000001476,COUNTRY,NLD,EUR,YEAR,Europe,,,2014,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NLD,0.8,0.8,,,,2018-10-25T13:07:04+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4539515,SA_0000001476,COUNTRY,ISL,EUR,YEAR,Europe,,,1992,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ISL,3.2,3.2,,,,2018-10-25T13:07:11+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
4539120,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2002,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2.1,2.1,,,,2018-10-25T13:07:00+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4529197,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,2003,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,5.6,5.6,,,,2018-10-25T13:07:11+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
4529302,SA_0000001476,COUNTRY,HRV,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_HRV,1.5,1.5,,,,2018-10-25T13:07:00+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539138,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.5,2.5,,,,2018-10-25T13:07:07+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4529229,SA_0000001476,COUNTRY,LTU,EUR,YEAR,Europe,,,2008,,,,,DATASOURCE,DATASOURCE_SA_0000001476_LTU,2.5,2.5,,,,2018-10-25T13:07:02+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4539215,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,2011,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,2.1,2.1,,,,2018-10-25T13:07:03+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4539193,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,2.2,2.2,,,,2018-10-25T13:07:04+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539208,SA_0000001476,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_NZL,2.1,2.1,,,,2018-10-25T13:07:08+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4529146,SA_0000001476,COUNTRY,ROU,EUR,YEAR,Europe,,,2000,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ROU,3.8,3.8,,,,2018-10-25T13:07:10+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4539119,SA_0000001476,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2001,,,,,DATASOURCE,DATASOURCE_SA_0000001476_JPN,1.1,1.1,,,,2018-10-25T13:07:00+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4529089,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,1996,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,6.2,6.2,,,,2018-10-25T13:07:10+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4539479,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,2013,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,1.2,1.2,,,,2018-10-25T13:07:06+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4539069,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2010,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,1.7,1.7,,,,2018-10-25T13:07:03+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4539480,SA_0000001476,COUNTRY,DNK,EUR,YEAR,Europe,,,2013,,,,,DATASOURCE,DATASOURCE_SA_0000001476_DNK,1.8,1.8,,,,2018-10-25T13:07:04+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4539579,SA_0000001476,COUNTRY,RUS,EUR,YEAR,Europe,,,2005,,,,,DATASOURCE,DATASOURCE_SA_0000001476_RUS,1.9,1.9,,,,2018-10-25T13:07:02+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4519707,SA_0000001476,COUNTRY,BLR,EUR,YEAR,Europe,,,1992,,,,,DATASOURCE,DATASOURCE_SA_0000001476_BLR,5.4,5.4,,,,2018-10-25T13:07:04+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
4519675,SA_0000001476,COUNTRY,CAN,AMR,YEAR,Americas,,,1990,,,,,DATASOURCE,DATASOURCE_SA_0000001476_CAN,2.3,2.3,,,,2018-10-25T13:07:03+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
4548528,SA_0000001476,COUNTRY,ZAF,AFR,YEAR,Africa,,,2015,,,,,DATASOURCE,DATASOURCE_SA_0000001476_ZAF,0.5,0.5,,,,2018-10-25T13:07:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4529096,SA_0000001476,COUNTRY,EST,EUR,YEAR,Europe,,,1997,,,,,DATASOURCE,DATASOURCE_SA_0000001476_EST,1.9,1.9,,,,2018-10-25T13:07:05+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4539507,SA_0000001476,COUNTRY,GBR,EUR,YEAR,Europe,,,1991,,,,,DATASOURCE,DATASOURCE_SA_0000001476_GBR,6.5,6.5,,,,2018-10-25T13:07:06+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
