Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4890029,SA_0000001523,COUNTRY,GHA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,4.65,,,,,2014-01-03T08:39:20+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909553,SA_0000001523,COUNTRY,VEN,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,4.45,,,,,2014-01-03T08:39:11+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880363,SA_0000001523,COUNTRY,BRB,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:29+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890075,SA_0000001523,COUNTRY,HTI,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:50+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909504,SA_0000001523,COUNTRY,TLS,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,1.5,,,,,2014-01-03T08:39:18+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898962,SA_0000001523,COUNTRY,PNG,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:40+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909578,SA_0000001523,COUNTRY,ZWE,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.07,,,,,2014-01-03T08:39:11+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889369,SA_0000001523,COUNTRY,BTN,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,13.83,,,,,2014-01-03T08:38:24+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880275,SA_0000001523,COUNTRY,ALB,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,4.58,,,,,2014-01-03T08:38:19+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909528,SA_0000001523,COUNTRY,UGA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,8.06,,,,,2014-01-03T08:39:09+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890093,SA_0000001523,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:51+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880301,SA_0000001523,COUNTRY,AUS,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,37.29,,,,,2014-01-03T08:38:21+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909526,SA_0000001523,COUNTRY,UGA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.41,,,,,2014-01-03T08:39:09+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898895,SA_0000001523,COUNTRY,MYS,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,11.67,,,,,2014-01-03T08:38:49+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909460,SA_0000001523,COUNTRY,SVK,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:58+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4899006,SA_0000001523,COUNTRY,SEN,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,2.59,,,,,2014-01-03T08:39:02+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898952,SA_0000001523,COUNTRY,PER,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,12.19,,,,,2014-01-03T08:38:57+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890085,SA_0000001523,COUNTRY,IND,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,72.13,,,,,2014-01-03T08:38:42+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
