Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4890095,SA_0000001523,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:51+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898983,SA_0000001523,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:57+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4899008,SA_0000001523,COUNTRY,SEN,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,2.16,,,,,2014-01-03T08:39:01+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889392,SA_0000001523,COUNTRY,CHN,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,23.62,,,,,2014-01-03T08:38:29+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890128,SA_0000001523,COUNTRY,KEN,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.43,,,,,2014-01-03T08:38:45+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889489,SA_0000001523,COUNTRY,ETH,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,1.97,,,,,2014-01-03T08:38:36+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889447,SA_0000001523,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880313,SA_0000001523,COUNTRY,BDI,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:30+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880305,SA_0000001523,COUNTRY,AUT,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:29+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909564,SA_0000001523,COUNTRY,WSM,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:40+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898768,SA_0000001523,COUNTRY,KGZ,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,3.38,,,,,2014-01-03T08:38:46+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4899002,SA_0000001523,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:58+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909495,SA_0000001523,COUNTRY,TJK,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:59+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889439,SA_0000001523,COUNTRY,CZE,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,23.75,,,,,2014-01-03T08:38:32+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898818,SA_0000001523,COUNTRY,LUX,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,11.54,,,,,2014-01-03T08:38:48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889441,SA_0000001523,COUNTRY,CZE,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,2.38,,,,,2014-01-03T08:38:32+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890053,SA_0000001523,COUNTRY,GRD,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,3.36,,,,,2014-01-03T08:38:39+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889383,SA_0000001523,COUNTRY,CHE,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,17.9,,,,,2014-01-03T08:39:17+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898906,SA_0000001523,COUNTRY,NGA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,14.09,,,,,2014-01-03T08:38:55+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909511,SA_0000001523,COUNTRY,TTO,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,27.34,,,,,2014-01-03T08:39:08+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880290,SA_0000001523,COUNTRY,ARG,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,1.24,,,,,2014-01-03T08:38:20+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880360,SA_0000001523,COUNTRY,BRA,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,24.5,,,,,2014-01-03T08:38:26+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889465,SA_0000001523,COUNTRY,DZA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,10.13,,,,,2014-01-03T08:39:18+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890090,SA_0000001523,COUNTRY,IRL,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:51+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898854,SA_0000001523,COUNTRY,MKD,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,12.24,,,,,2014-01-03T08:39:07+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909507,SA_0000001523,COUNTRY,TON,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,30.27,,,,,2014-01-03T08:39:08+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889410,SA_0000001523,COUNTRY,COK,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,2.84,,,,,2014-01-03T08:38:30+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889404,SA_0000001523,COUNTRY,COD,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,1.81,,,,,2014-01-03T08:38:32+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909547,SA_0000001523,COUNTRY,VCT,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,32.65,,,,,2014-01-03T08:39:00+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890068,SA_0000001523,COUNTRY,HRV,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.95,,,,,2014-01-03T08:38:31+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909521,SA_0000001523,COUNTRY,TUR,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,3.94,,,,,2014-01-03T08:39:08+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898807,SA_0000001523,COUNTRY,LKA,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,9.72,,,,,2014-01-03T08:39:12+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898914,SA_0000001523,COUNTRY,NIU,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,37.33,,,,,2014-01-03T08:38:55+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890038,SA_0000001523,COUNTRY,GMB,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,4.2,,,,,2014-01-03T08:39:14+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889502,SA_0000001523,COUNTRY,FSM,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.97,,,,,2014-01-03T08:38:51+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898775,SA_0000001523,COUNTRY,KIR,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:36+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909479,SA_0000001523,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,14.04,,,,,2014-01-03T08:39:06+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898940,SA_0000001523,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:39+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909446,SA_0000001523,COUNTRY,SRB,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,4.01,,,,,2014-01-03T08:39:02+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889505,SA_0000001523,COUNTRY,FSM,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:54+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880293,SA_0000001523,COUNTRY,ARM,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,23.31,,,,,2014-01-03T08:38:21+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890130,SA_0000001523,COUNTRY,KEN,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,14.26,,,,,2014-01-03T08:38:45+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898984,SA_0000001523,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:57+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909529,SA_0000001523,COUNTRY,UGA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,24.19,,,,,2014-01-03T08:39:09+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890058,SA_0000001523,COUNTRY,GTM,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,5.1,,,,,2014-01-03T08:39:15+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889450,SA_0000001523,COUNTRY,DMA,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.83,,,,,2014-01-03T08:38:33+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909489,SA_0000001523,COUNTRY,TGO,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:42+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890036,SA_0000001523,COUNTRY,GMB,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,2.4,,,,,2014-01-03T08:39:14+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890110,SA_0000001523,COUNTRY,ITA,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,15.1,,,,,2014-01-03T08:39:20+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909451,SA_0000001523,COUNTRY,STP,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,8.86,,,,,2014-01-03T08:39:01+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880294,SA_0000001523,COUNTRY,ARM,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,3.11,,,,,2014-01-03T08:38:21+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880357,SA_0000001523,COUNTRY,BOL,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:30+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909438,SA_0000001523,COUNTRY,SMR,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,2.29,,,,,2014-01-03T08:39:01+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898868,SA_0000001523,COUNTRY,MMR,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,1.37,,,,,2014-01-03T08:38:52+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898959,SA_0000001523,COUNTRY,PLW,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,1.99,,,,,2014-01-03T08:38:56+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889389,SA_0000001523,COUNTRY,CHL,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,3.49,,,,,2014-01-03T08:38:28+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889378,SA_0000001523,COUNTRY,CAN,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,2.05,,,,,2014-01-03T08:39:19+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909475,SA_0000001523,COUNTRY,SYC,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,27.9,,,,,2014-01-03T08:39:21+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898809,SA_0000001523,COUNTRY,LSO,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,0.9,,,,,2014-01-03T08:39:15+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889479,SA_0000001523,COUNTRY,ESP,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,11.28,,,,,2014-01-03T08:39:04+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909449,SA_0000001523,COUNTRY,SRB,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,0.96,,,,,2014-01-03T08:39:02+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909513,SA_0000001523,COUNTRY,TTO,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,3.84,,,,,2014-01-03T08:39:08+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889448,SA_0000001523,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898832,SA_0000001523,COUNTRY,MCO,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:38+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880278,SA_0000001523,COUNTRY,ALB,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,4.25,,,,,2014-01-03T08:38:19+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898963,SA_0000001523,COUNTRY,PNG,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:39+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909514,SA_0000001523,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:59+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909464,SA_0000001523,COUNTRY,SVN,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,16.89,,,,,2014-01-03T08:39:03+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898886,SA_0000001523,COUNTRY,MUS,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,30.67,,,,,2014-01-03T08:38:50+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898877,SA_0000001523,COUNTRY,MOZ,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.61,,,,,2014-01-03T08:38:52+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898808,SA_0000001523,COUNTRY,LKA,YEAR,SEAR,South-East Asia,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,11.21,,,,,2014-01-03T08:39:04+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890048,SA_0000001523,COUNTRY,GRC,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.26,,,,,2014-01-03T08:38:38+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880285,SA_0000001523,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:29:00+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898784,SA_0000001523,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:52+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890049,SA_0000001523,COUNTRY,GRC,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,12.13,,,,,2014-01-03T08:38:39+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898776,SA_0000001523,COUNTRY,KIR,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,10.08,,,,,2014-01-03T08:38:46+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880302,SA_0000001523,COUNTRY,AUS,YEAR,WPR,Western Pacific,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,16.37,,,,,2014-01-03T08:38:21+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909580,SA_0000001523,COUNTRY,ZWE,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,9,,,,,2014-01-03T08:39:18+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890101,SA_0000001523,COUNTRY,ISL,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,59.04,,,,,2014-01-03T08:38:42+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880312,SA_0000001523,COUNTRY,BDI,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,12.43,,,,,2014-01-03T08:38:27+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909465,SA_0000001523,COUNTRY,SVN,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,2.04,,,,,2014-01-03T08:39:03+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889499,SA_0000001523,COUNTRY,FRA,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:33+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898981,SA_0000001523,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,,,,,missing data,2014-01-10T13:28:57+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898764,SA_0000001523,COUNTRY,KEN,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,4.75,,,,,2014-01-03T08:38:45+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890108,SA_0000001523,COUNTRY,ITA,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,3.34,,,,,2014-01-03T08:38:44+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4889455,SA_0000001523,COUNTRY,DNK,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,25.38,,,,,2014-01-03T08:38:33+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4909534,SA_0000001523,COUNTRY,URY,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_500_POPULAR_BEER,,,,,,,1.25,,,,,2014-01-03T08:39:10+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898779,SA_0000001523,COUNTRY,KNA,YEAR,AMR,Americas,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_LOCAL_SPIRITS,,,,,,,9.62,,,,,2014-01-03T08:39:12+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4890127,SA_0000001523,COUNTRY,KAZ,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,,,,,missing data,2014-01-10T13:28:35+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880326,SA_0000001523,COUNTRY,BFA,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,1.44,,,,,2014-01-03T08:38:26+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4880314,SA_0000001523,COUNTRY,BDI,YEAR,AFR,Africa,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_TABLE_WINE,,,,,,,11.7,,,,,2014-01-03T08:39:19+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4898918,SA_0000001523,COUNTRY,NLD,YEAR,EUR,Europe,BEVERAGETYPE,2012,BEVERAGETYPE_SA_750_POPULAR_IMPORTED_SPIRITS,,,,,,,,,,,missing data,2014-01-10T13:28:39+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
