SpatialDim,ParentLocationCode,TimeDim,TimeDimensionValue,SPIRITS_PER_CAPITA,BEER_PER_CAPITA,WINE_PER_CAPITA,OTHER_ALCOHOL_PER_CAPITA,ALL_ALCOHOLS_PER_CAPITA
AFG,EMR,1961,1961,0.0,0.0,0.0,0,0.0
AFG,EMR,1962,1962,0.0,0.0,0.0,0,0.0
AFG,EMR,1963,1963,0.0,0.0,0.0,0,0.0
AFG,EMR,1964,1964,0.0,0.0,0.0,0,0.0
AFG,EMR,1965,1965,0.0,0.0,0.0,0,0.0
AFG,EMR,1966,1966,0.0,0.0,0.0,0,0.0
AFG,EMR,1967,1967,0.0,0.0,0.0,0,0.0
AFG,EMR,1968,1968,0.0,0.0,0.0,0,0.0
AFG,EMR,1969,1969,0.0,0.0,0.0,0,0.0
AFG,EMR,1970,1970,0.0,0.0,0.0,0,0.0
AFG,EMR,1971,1971,0.0,0.0,0.0,0,0.0
AFG,EMR,1972,1972,0.0,0.0,0.0,0,0.0
AFG,EMR,1973,1973,0.0,0.0,0.0,0,0.0
AFG,EMR,1974,1974,0.0,0.0,0.0,0,0.0
AFG,EMR,1975,1975,0.0,0.0,0.0,0,0.0
AFG,EMR,1976,1976,0.0,0.0,0.0,0,0.0
AFG,EMR,1977,1977,0.0,0.0,0.0,0,0.0
AFG,EMR,1978,1978,0.0,0.0,0.0,0,0.0
AFG,EMR,1979,1979,0.0,0.0,0.0,0,0.0
AFG,EMR,1980,1980,0.0,0.0,0.0,0,0.0
AFG,EMR,1981,1981,0.0,0.0,0.0,0,0.0
AFG,EMR,1982,1982,0.0,0.0,0.0,0,0.0
AFG,EMR,1983,1983,0.0,0.0,0.0,0,0.0
AFG,EMR,1984,1984,0.0,0.0,0.0,0,0.0
AFG,EMR,1985,1985,0.0,0.0,0.0,0,0.0
AFG,EMR,1986,1986,0.0,0.0,0.0,0,0.0
AFG,EMR,1987,1987,0.0,0.0,0.0,0,0.0
AFG,EMR,1988,1988,0.0,0.0,0.0,0,0.0
AFG,EMR,1989,1989,0.0,0.0,0.0,0,0.0
AFG,EMR,1990,1990,0.0,0.0,0.0,0,0.0
AFG,EMR,1991,1991,0.0,0.0,0.0,0,0.0
AFG,EMR,1992,1992,0.0,0.0,0.0,0,0.0
AFG,EMR,1993,1993,0.0,0.0,0.0,0,0.0
AFG,EMR,1994,1994,0.0,0.0,0.0,0,0.0
AFG,EMR,1995,1995,0.0,0.0,0.0,0,0.0
AFG,EMR,1996,1996,0.0,0.0,0.0,0,0.0
AFG,EMR,1997,1997,0.0,0.0,0.0,0,0.0
AFG,EMR,1998,1998,0.0,0.0,0.0,0,0.0
AFG,EMR,1999,1999,0.0,0.0,0.0,0,0.0
AFG,EMR,2000,2000,0.0,0.0,0.0,0,0.0
AFG,EMR,2001,2001,0.0,0.0,0.0,0,0.0
AFG,EMR,2002,2002,0.0,0.0,0.0,0,0.02
AFG,EMR,2003,2003,0.02,0.0,0.0,0,0.02
AFG,EMR,2004,2004,0.0,0.04,0.0,0,0.04
AFG,EMR,2005,2005,0.02,0.02,0.0,0,0.04
AFG,EMR,2006,2006,0.03,0.02,0.01,0,0.06
AFG,EMR,2007,2007,0.02,0.02,0.01,0,0.05
AFG,EMR,2008,2008,0.04,0.02,0.0,0,0.06
AFG,EMR,2009,2009,0.02,0.02,0.0,0,0.04
AFG,EMR,2010,2010,0.02,0.02,0.0,0,0.04
AFG,EMR,2011,2011,0.03,0.02,0.0,0,0.05
AFG,EMR,2012,2012,0.03,0.02,0.0,0,0.05
AFG,EMR,2013,2013,0.02,0.02,0.0,0,0.04
AFG,EMR,2014,2014,0.02,0.01,0.0,0,0.03
AFG,EMR,2015,2015,0.02,0.01,0.0,0,0.02
AGO,AFR,1961,1961,1.3,0.72,3.36,0,5.37
AGO,AFR,1962,1962,1.2,0.91,2.38,0,4.49
AGO,AFR,1963,1963,0.76,1.01,2.93,0,4.7
AGO,AFR,1964,1964,0.47,0.94,3.5,0,4.92
AGO,AFR,1965,1965,0.36,0.95,4.01,0,5.31
AGO,AFR,1966,1966,0.3,1.12,4.35,0,5.76
AGO,AFR,1967,1967,0.29,1.09,3.87,0,5.25
AGO,AFR,1968,1968,0.55,1.2,3.65,0,5.39
AGO,AFR,1969,1969,0.51,1.38,3.62,0,5.51
AGO,AFR,1970,1970,0.75,1.48,3.2,0,5.43
AGO,AFR,1971,1971,0.89,1.65,2.37,0,4.9
AGO,AFR,1972,1972,0.68,1.72,1.9,0,4.31
AGO,AFR,1973,1973,1.18,1.9,1.66,0,4.74
AGO,AFR,1974,1974,0.29,1.68,1.73,0,3.69
AGO,AFR,1975,1975,0.34,1.3,0.8,0,2.44
AGO,AFR,1976,1976,0.42,1.51,0.39,0,2.32
AGO,AFR,1977,1977,0.36,1.33,0.19,0,1.88
AGO,AFR,1978,1978,0.27,1.36,0.05,0,1.67
AGO,AFR,1979,1979,0.21,1.27,0.22,0,1.7
AGO,AFR,1980,1980,0.21,1.19,0.33,0,1.73
AGO,AFR,1981,1981,0.49,1.48,0.49,0,2.46
AGO,AFR,1982,1982,0.38,1.21,0.37,0,1.96
AGO,AFR,1983,1983,0.37,0.85,0.52,0,1.75
AGO,AFR,1984,1984,0.35,1.02,0.57,0,1.94
AGO,AFR,1985,1985,0.39,0.84,0.83,0,2.06
AGO,AFR,1986,1986,0.48,0.9,0.32,0,1.69
AGO,AFR,1987,1987,0.48,0.91,0.24,0,1.63
AGO,AFR,1988,1988,0.58,0.73,0.58,0,1.89
AGO,AFR,1989,1989,0.59,0.87,0.82,0,2.29
AGO,AFR,1990,1990,0.54,0.64,0.65,0,2.12
AGO,AFR,1991,1991,0.6,0.44,0.78,0,2.14
AGO,AFR,1992,1992,0.55,0.58,1.22,0,2.36
AGO,AFR,1993,1993,0.32,0.55,0.69,0,1.55
AGO,AFR,1994,1994,0.38,0.61,0.73,0,1.72
AGO,AFR,1995,1995,0.48,0.64,0.56,0,1.68
AGO,AFR,1996,1996,0.49,0.77,0.49,0,1.75
AGO,AFR,1997,1997,0.44,0.96,0.81,0,2.2
AGO,AFR,1998,1998,0.42,0.81,0.91,0,2.13
AGO,AFR,1999,1999,0.42,0.77,0.39,0,1.59
AGO,AFR,2000,2000,0.38,2.06,1.1800000000000002,0,3.62
AGO,AFR,2001,2001,0.45,2.7199999999999998,1.8699999999999999,0,5.03
AGO,AFR,2002,2002,0.47,3.01,1.97,0,5.4399999999999995
AGO,AFR,2003,2003,0.49,3.0300000000000002,2.84,0,6.37
AGO,AFR,2004,2004,0.42000000000000004,3.3200000000000003,3.16,0,6.92
AGO,AFR,2005,2005,0.16,5.52,4.029999999999999,0,9.719999999999999
AGO,AFR,2006,2006,0.16999999999999998,6.3,4.8,0,11.280000000000001
AGO,AFR,2007,2007,0.8699999999999999,6.720000000000001,4.949999999999999,0,12.57
AGO,AFR,2008,2008,0.9299999999999999,7.5600000000000005,5.43,0,13.97
AGO,AFR,2009,2009,1.0699999999999998,9.17,3.6,0,13.899999999999999
AGO,AFR,2010,2010,1.6600000000000001,9.870000000000001,3.7800000000000002,0,15.469999999999999
AGO,AFR,2011,2011,1.5699999999999998,10.350000000000001,3.92,0,15.920000000000002
AGO,AFR,2012,2012,1.51,10.75,4.06,0,16.380000000000003
AGO,AFR,2013,2013,2.2,10.44,3.37,0,16.119999999999997
AGO,AFR,2014,2014,2.6799999999999997,10.54,3.97,0,17.33
AGO,AFR,2015,2015,0.7,3.66,1.24,0,5.65
AGO,AFR,2016,2016,0.53,3.3,0.83,0,4.7
ALB,EUR,1962,1962,0.41,0.49,0.28,0,1.17
ALB,EUR,1963,1963,0.2,0.52,0.19,0,0.91
ALB,EUR,1964,1964,0.26,0.52,0.26,0,1.04
ALB,EUR,1965,1965,0.33,0.5,0.21,0,1.04
ALB,EUR,1966,1966,0.38,0.51,0.13,0,1.03
ALB,EUR,1967,1967,0.49,0.49,0.19,0,1.17
ALB,EUR,1968,1968,0.55,0.53,0.36,0,1.44
ALB,EUR,1969,1969,0.73,0.54,0.47,0,1.73
ALB,EUR,1970,1970,0.79,0.47,0.51,0,1.77
ALB,EUR,1971,1971,0.59,0.48,0.13,0,1.2
ALB,EUR,1972,1972,0.82,0.52,0.23,0,1.56
ALB,EUR,1973,1973,0.72,0.53,0.34,0,1.59
ALB,EUR,1974,1974,0.87,0.52,0.19,0,1.58
ALB,EUR,1975,1975,0.69,0.52,0.14,0,1.35
ALB,EUR,1976,1976,0.69,0.5,0.14,0,1.33
ALB,EUR,1977,1977,0.74,0.46,0.16,0,1.37
ALB,EUR,1978,1978,0.85,0.5,0.3,0,1.65
ALB,EUR,1979,1979,0.76,0.48,0.16,0,1.4
ALB,EUR,1980,1980,0.91,0.44,0.44,0,1.79
ALB,EUR,1981,1981,0.97,0.46,0.4,0,1.84
ALB,EUR,1982,1982,0.86,0.45,0.2,0,1.51
ALB,EUR,1983,1983,0.94,0.45,0.29,0,1.68
ALB,EUR,1984,1984,0.9,0.43,0.25,0,1.58
ALB,EUR,1985,1985,0.86,0.51,0.23,0,1.6
ALB,EUR,1986,1986,0.57,0.57,0.24,0,1.39
ALB,EUR,1987,1987,0.64,0.58,0.41,0,1.63
ALB,EUR,1988,1988,0.74,0.56,0.37,0,1.67
ALB,EUR,1989,1989,0.75,0.52,0.46,0,1.73
ALB,EUR,1990,1990,0.96,0.42,0.65,0,2.03
ALB,EUR,1991,1991,0.49,0.18,0.61,0,1.28
ALB,EUR,1992,1992,0.6,0.09,0.67,0,1.35
ALB,EUR,1993,1993,0.32,0.52,0.66,0,1.49
ALB,EUR,1994,1994,0.82,1.27,0.68,0,2.77
ALB,EUR,1995,1995,0.81,1.01,1.05,0,2.87
ALB,EUR,1996,1996,1.16,0.59,1.37,0,3.12
ALB,EUR,1997,1997,0.77,0.48,0.98,0,2.22
ALB,EUR,1998,1998,0.42,0.46,0.62,0,1.54
ALB,EUR,1999,1999,0.59,0.83,0.76,0,2.19
ALB,EUR,2000,2000,4.04,2.59,1.0,0,7.640000000000001
ALB,EUR,2001,2001,4.15,2.91,1.9000000000000001,0,8.96
ALB,EUR,2002,2002,4.27,2.52,0.95,0,7.74
ALB,EUR,2003,2003,4.34,2.84,1.54,0,8.719999999999999
ALB,EUR,2004,2004,4.2,2.7,2.14,0,9.21
ALB,EUR,2005,2005,4.37,3.24,2.67,0,10.46
ALB,EUR,2006,2006,4.47,3.52,2.5700000000000003,0,10.77
ALB,EUR,2007,2007,4.619999999999999,3.8,2.71,0,11.34
ALB,EUR,2008,2008,4.64,4.16,2.42,0,11.43
ALB,EUR,2009,2009,4.74,4.28,2.58,0,11.83
ALB,EUR,2010,2010,4.62,3.33,2.62,0,10.81
ALB,EUR,2011,2011,4.63,3.6399999999999997,2.56,0,11.02
ALB,EUR,2012,2012,4.27,3.49,2.63,0,10.57
ALB,EUR,2013,2013,4.01,3.5,2.14,0,9.82
ALB,EUR,2014,2014,3.87,3.0300000000000002,2.26,0,9.32
ALB,EUR,2015,2015,1.94,1.57,1.17,0,4.77
ALB,EUR,2016,2016,1.9,1.74,1.34,0,5.07
AND,EUR,2000,2000,5.699999999999999,6.890000000000001,11.75,0,24.32
AND,EUR,2001,2001,5.17,7.07,11.399999999999999,0,23.619999999999997
AND,EUR,2002,2002,6.09,6.91,11.16,0,24.16
AND,EUR,2003,2003,5.779999999999999,6.9399999999999995,10.620000000000001,0,23.34
AND,EUR,2004,2004,5.5600000000000005,6.96,10.440000000000001,0,22.96
AND,EUR,2005,2005,5.88,7.28,10.809999999999999,0,23.96
AND,EUR,2006,2006,5.98,7.56,10.42,0,23.95
AND,EUR,2007,2007,5.88,7.4,9.82,0,23.1
AND,EUR,2008,2008,5.68,7.12,9.190000000000001,0,21.990000000000002
AND,EUR,2009,2009,5.44,7.18,9.09,0,21.700000000000003
AND,EUR,2010,2010,5.41,7.08,8.77,0,21.240000000000002
AND,EUR,2011,2011,5.289999999999999,6.52,9.07,0,20.880000000000003
AND,EUR,2012,2012,4.95,6.52,8.879999999999999,0,20.34
AND,EUR,2013,2013,4.9399999999999995,6.21,8.620000000000001,0,19.759999999999998
AND,EUR,2014,2014,2.34,3.33,4.28,0,9.95
AND,EUR,2015,2015,2.32,3.33,4.32,0,9.97
AND,EUR,2016,2016,2.41,3.43,4.22,0,10.06
ARE,EMR,1972,1972,9.36,0.0,0.0,0,9.36
ARE,EMR,1973,1973,9.27,0.0,0.0,0,9.27
ARE,EMR,1974,1974,11.17,0.31,0.09,0,11.57
ARE,EMR,1975,1975,9.49,0.3,0.15,0,9.94
ARE,EMR,1976,1976,8.79,0.29,0.09,0,9.17
ARE,EMR,1977,1977,9.62,0.24,0.12,0,9.98
ARE,EMR,1978,1978,12.18,0.19,0.1,0,12.47
ARE,EMR,1979,1979,13.37,0.16,0.29,0,13.82
ARE,EMR,1980,1980,13.27,0.33,0.17,0,13.77
ARE,EMR,1981,1981,13.26,0.25,0.26,0,13.77
ARE,EMR,1982,1982,13.4,0.23,0.16,0,13.8
ARE,EMR,1983,1983,11.91,0.28,0.16,0,12.35
ARE,EMR,1984,1984,12.02,0.26,0.15,0,12.43
ARE,EMR,1985,1985,7.73,0.4,0.21,0,8.35
ARE,EMR,1986,1986,6.04,0.57,0.13,0,6.74
ARE,EMR,1987,1987,4.54,0.61,0.21,0,5.37
ARE,EMR,1988,1988,4.11,0.62,0.13,0,4.86
ARE,EMR,1989,1989,3.69,0.63,0.11,0,4.43
ARE,EMR,1990,1990,3.29,0.67,0.1,0,4.05
ARE,EMR,1991,1991,3.15,0.66,0.1,0,3.92
ARE,EMR,1992,1992,3.05,0.77,0.14,0,3.95
ARE,EMR,1993,1993,2.72,0.77,0.18,0,3.68
ARE,EMR,1994,1994,2.64,0.72,0.16,0,3.53
ARE,EMR,1995,1995,2.56,0.65,0.11,0,3.32
ARE,EMR,1996,1996,1.51,0.99,0.17,0,2.68
ARE,EMR,1997,1997,1.83,0.83,0.24,0,2.9
ARE,EMR,1998,1998,1.71,0.62,0.21,0,2.54
ARE,EMR,1999,1999,1.84,0.77,0.22,0,2.83
ARE,EMR,2000,2000,2.12,1.01,0.14,0,3.2699999999999996
ARE,EMR,2001,2001,2.1500000000000004,0.99,0.14,0,3.2800000000000002
ARE,EMR,2002,2002,2.1500000000000004,1.0,0.15000000000000002,0,3.31
ARE,EMR,2003,2003,2.2,0.95,0.14,0,3.3
ARE,EMR,2004,2004,2.1799999999999997,0.8899999999999999,0.27,0,3.35
ARE,EMR,2005,2005,2.35,0.78,0.27,0,3.41
ARE,EMR,2006,2006,2.45,0.64,0.25,0,3.3600000000000003
ARE,EMR,2007,2007,2.51,0.56,0.22999999999999998,0,3.31
ARE,EMR,2008,2008,2.92,0.49,0.25,0,3.68
ARE,EMR,2009,2009,2.8099999999999996,0.41000000000000003,0.22,0,3.45
ARE,EMR,2010,2010,2.78,0.38,0.22,0,3.3899999999999997
ARE,EMR,2011,2011,2.8899999999999997,0.37,0.22,0,3.49
ARE,EMR,2012,2012,2.92,0.38,0.22999999999999998,0,3.54
ARE,EMR,2013,2013,3.04,0.38,0.24,0,3.68
ARE,EMR,2014,2014,3.17,0.4,0.27,0,3.8499999999999996
ARE,EMR,2015,2015,1.68,0.21,0.14,0,2.03
ARE,EMR,2016,2016,1.72,0.21,0.16,0,2.1
ARG,AMR,1961,1961,2.03,0.75,13.61,0,16.39
ARG,AMR,1962,1962,2.11,0.6,14.03,0,16.74
ARG,AMR,1963,1963,2.38,0.37,14.85,0,17.6
ARG,AMR,1964,1964,2.3,0.5,14.96,0,17.76
ARG,AMR,1965,1965,2.3,0.72,14.75,0,17.77
ARG,AMR,1966,1966,2.13,0.71,13.75,0,16.59
ARG,AMR,1967,1967,2.14,0.66,14.16,0,16.97
ARG,AMR,1968,1968,1.98,0.74,14.93,0,17.65
ARG,AMR,1969,1969,1.97,0.8,15.07,0,17.84
ARG,AMR,1970,1970,1.89,0.93,15.6,0,18.41
ARG,AMR,1971,1971,1.82,0.79,14.42,0,17.02
ARG,AMR,1972,1972,2.02,0.76,13.35,0,16.12
ARG,AMR,1973,1973,2.04,0.79,12.19,0,15.02
ARG,AMR,1974,1974,1.99,1.16,12.95,0,16.1
ARG,AMR,1975,1975,2.49,1.02,14.02,0,17.53
ARG,AMR,1976,1976,2.41,0.66,14.21,0,17.28
ARG,AMR,1977,1977,1.42,0.61,14.91,0,17.06
ARG,AMR,1978,1978,1.29,0.49,13.93,0,15.71
ARG,AMR,1979,1979,2.44,0.5,13.13,0,16.06
ARG,AMR,1980,1980,2.88,0.54,13.18,0,16.6
ARG,AMR,1981,1981,1.88,0.47,12.94,0,15.29
ARG,AMR,1982,1982,1.3,0.5,12.77,0,14.57
ARG,AMR,1983,1983,1.45,0.69,12.35,0,14.49
ARG,AMR,1984,1984,1.45,0.86,11.53,0,13.84
ARG,AMR,1985,1985,1.45,0.85,10.45,0,12.75
ARG,AMR,1986,1986,1.45,1.14,10.3,0,12.89
ARG,AMR,1987,1987,1.45,1.21,10.1,0,12.76
ARG,AMR,1988,1988,0.72,1.06,9.71,0,11.49
ARG,AMR,1989,1989,0.29,1.21,9.32,0,10.82
ARG,AMR,1990,1990,0.86,1.38,9.42,0,11.66
ARG,AMR,1991,1991,1.22,1.79,9.31,0,12.32
ARG,AMR,1992,1992,1.3,2.18,8.61,0,12.09
ARG,AMR,1993,1993,1.38,2.26,7.92,0,11.56
ARG,AMR,1994,1994,1.38,2.43,7.13,0,10.94
ARG,AMR,1995,1995,1.08,2.29,6.76,0,10.13
ARG,AMR,1996,1996,1.15,2.38,6.4,0,9.93
ARG,AMR,1997,1997,1.3,2.58,6.37,0,10.25
ARG,AMR,1998,1998,0.9,2.44,5.87,0,9.21
ARG,AMR,1999,1999,1.13,2.32,5.76,0,9.21
ARG,AMR,2000,2000,1.04,3.58,10.6,0,15.36
ARG,AMR,2001,2001,0.98,3.8,10.64,0,15.52
ARG,AMR,2002,2002,0.82,4.16,10.56,0,15.62
ARG,AMR,2003,2003,0.92,4.06,10.16,0,15.24
ARG,AMR,2004,2004,1.04,4.08,10.06,0,15.26
ARG,AMR,2005,2005,0.64,4.84,9.14,0,15.06
ARG,AMR,2006,2006,0.6,5.14,9.24,0,15.5
ARG,AMR,2007,2007,0.88,5.5,9.3,0,16.32
ARG,AMR,2008,2008,0.88,6.32,8.9,0,16.82
ARG,AMR,2009,2009,0.8,6.46,8.62,0,16.66
ARG,AMR,2010,2010,0.9,6.64,7.82,0,16.3
ARG,AMR,2011,2011,0.48,6.3,8.1,0,16.22
ARG,AMR,2012,2012,0.5,6.42,8.08,0,16.7
ARG,AMR,2013,2013,1.04,6.68,6.99,0,16.479999999999997
ARG,AMR,2014,2014,1.12,6.72,6.44,0,15.86
ARG,AMR,2015,2015,0.81,3.36,3.38,0,8.42
ARM,EUR,1990,1990,1.0,0.0,2.18,0,3.18
ARM,EUR,1991,1991,0.85,0.0,2.13,0,2.98
ARM,EUR,1992,1992,1.23,0.01,1.28,0,2.52
ARM,EUR,1993,1993,1.26,0.01,1.43,0,2.71
ARM,EUR,1994,1994,3.03,0.05,1.26,0,4.34
ARM,EUR,1995,1995,2.43,0.0,0.55,0,2.98
ARM,EUR,1996,1996,2.42,0.07,0.43,0,2.92
ARM,EUR,1997,1997,2.45,0.14,0.24,0,2.84
ARM,EUR,1998,1998,1.43,0.3,0.17,0,1.9
ARM,EUR,1999,1999,1.67,0.18,0.31,0,2.16
ARM,EUR,2000,2000,5.04,0.36,0.48000000000000004,0,5.88
ARM,EUR,2001,2001,4.68,0.48,0.66,0,5.82
ARM,EUR,2002,2002,4.96,0.34,0.49,0,5.79
ARM,EUR,2003,2003,5.4,0.34,0.32,0,6.06
ARM,EUR,2004,2004,6.32,0.44,0.86,0,7.62
ARM,EUR,2005,2005,7.02,0.54,0.92,0,8.5
ARM,EUR,2006,2006,6.75,0.72,0.55,0,8.02
ARM,EUR,2007,2007,6.77,0.76,0.46,0,7.99
ARM,EUR,2008,2008,6.63,0.82,0.46,0,7.92
ARM,EUR,2009,2009,6.73,0.64,0.54,0,7.93
ARM,EUR,2010,2010,7.04,0.78,0.6,0,8.46
ARM,EUR,2011,2011,6.6899999999999995,0.66,0.78,0,8.149999999999999
ARM,EUR,2012,2012,6.58,0.5,0.63,0,7.73
ARM,EUR,2013,2013,6.4,0.84,0.26,0,7.51
ARM,EUR,2014,2014,6.57,1.02,0.26,0,7.880000000000001
ARM,EUR,2015,2015,3.16,0.46,0.2,0,3.84
ARM,EUR,2016,2016,3.1,0.4,0.26,0,3.77
ATG,AMR,1962,1962,2.84,0.29,0.09,0,3.22
ATG,AMR,1963,1963,3.18,0.3,0.1,0,3.58
ATG,AMR,1964,1964,3.24,0.38,0.02,0,3.64
ATG,AMR,1965,1965,3.14,0.35,0.01,0,3.5
ATG,AMR,1966,1966,4.15,0.72,0.02,0,4.89
ATG,AMR,1967,1967,4.03,0.78,0.03,0,4.84
ATG,AMR,1968,1968,3.89,0.82,0.04,0,4.75
ATG,AMR,1969,1969,3.9,1.12,0.03,0,5.05
ATG,AMR,1970,1970,4.68,1.17,0.04,0,5.89
ATG,AMR,1971,1971,4.6,1.17,0.03,0,5.8
ATG,AMR,1972,1972,1.72,1.13,0.03,0,2.88
ATG,AMR,1973,1973,4.36,1.09,0.07,0,5.52
ATG,AMR,1974,1974,1.29,0.64,0.08,0,2.01
ATG,AMR,1975,1975,1.14,0.71,0.05,0,1.91
ATG,AMR,1976,1976,2.38,0.57,0.06,0,3.01
ATG,AMR,1977,1977,0.34,0.19,0.2,0,0.73
ATG,AMR,1978,1978,0.11,0.32,0.23,0,0.66
ATG,AMR,1979,1979,0.44,0.28,0.22,0,0.94
ATG,AMR,1980,1980,0.17,0.92,0.58,0,1.67
ATG,AMR,1981,1981,1.74,1.12,0.85,0,3.72
ATG,AMR,1982,1982,1.9,1.14,0.13,0,3.17
ATG,AMR,1983,1983,2.76,1.31,0.26,0,4.33
ATG,AMR,1984,1984,3.05,1.71,0.65,0,5.41
ATG,AMR,1985,1985,1.63,1.69,0.26,0,3.57
ATG,AMR,1986,1986,1.55,1.69,0.31,0,3.55
ATG,AMR,1987,1987,1.55,1.79,0.34,0,3.68
ATG,AMR,1988,1988,1.73,1.37,0.78,0,3.87
ATG,AMR,1989,1989,1.56,1.83,1.3,0,4.69
ATG,AMR,1990,1990,2.1,2.04,1.0,0,5.13
ATG,AMR,1991,1991,1.42,1.92,1.08,0,4.42
ATG,AMR,1992,1992,1.39,1.99,1.12,0,4.5
ATG,AMR,1993,1993,1.27,1.94,1.09,0,4.3
ATG,AMR,1994,1994,2.9,0.94,0.93,0,4.77
ATG,AMR,1995,1995,3.6,0.97,0.51,0,5.08
ATG,AMR,1996,1996,3.98,0.94,0.52,0,5.44
ATG,AMR,1997,1997,3.98,0.79,0.68,0,5.45
ATG,AMR,1998,1998,4.07,0.64,0.64,0,5.34
ATG,AMR,1999,1999,4.18,0.69,0.78,0,5.64
ATG,AMR,2000,2000,8.3,3.8499999999999996,2.55,0,14.73
ATG,AMR,2001,2001,8.3,3.76,2.83,0,14.94
ATG,AMR,2002,2002,8.01,3.5300000000000002,2.7699999999999996,0,14.35
ATG,AMR,2003,2003,7.98,3.7300000000000004,2.51,0,14.27
ATG,AMR,2004,2004,6.95,3.94,2.86,0,14.55
ATG,AMR,2005,2005,7.16,4.84,4.12,0,16.96
ATG,AMR,2006,2006,7.22,5.28,4.17,0,17.27
ATG,AMR,2007,2007,7.2,5.9,3.14,0,16.83
ATG,AMR,2008,2008,7.22,5.99,2.66,0,16.509999999999998
ATG,AMR,2009,2009,6.57,5.87,2.74,0,15.72
ATG,AMR,2010,2010,6.49,5.76,2.8499999999999996,0,15.649999999999999
ATG,AMR,2011,2011,6.5600000000000005,5.6899999999999995,2.9299999999999997,0,15.75
ATG,AMR,2012,2012,7.109999999999999,5.59,3.21,0,16.48
ATG,AMR,2013,2013,7.65,5.51,3.36,0,17.08
ATG,AMR,2014,2014,7.36,5.42,3.68,0,17.009999999999998
ATG,AMR,2015,2015,3.84,2.79,1.55,0,8.45
AUS,WPR,1961,1961,1.19,6.36,0.88,0,9.16
AUS,WPR,1962,1962,1.16,6.44,0.91,0,9.29
AUS,WPR,1963,1963,1.26,7.52,0.96,0,9.74
AUS,WPR,1964,1964,1.36,7.72,0.97,0,10.05
AUS,WPR,1965,1965,1.19,7.69,1.05,0,9.94
AUS,WPR,1966,1966,1.19,7.84,1.17,0,10.2
AUS,WPR,1967,1967,1.32,8.1,1.3,0,10.72
AUS,WPR,1968,1968,1.3,8.33,1.4,0,11.03
AUS,WPR,1969,1969,1.45,8.51,1.52,0,11.49
AUS,WPR,1970,1970,1.49,8.64,1.49,0,11.62
AUS,WPR,1971,1971,1.54,8.64,1.51,0,11.69
AUS,WPR,1972,1972,1.74,8.81,1.66,0,12.21
AUS,WPR,1973,1973,1.76,9.57,1.87,0,13.19
AUS,WPR,1974,1974,1.68,9.7,2.08,0,13.46
AUS,WPR,1975,1975,1.61,9.42,2.18,0,13.21
AUS,WPR,1976,1976,1.76,9.38,2.27,0,13.41
AUS,WPR,1977,1977,1.83,9.35,2.36,0,13.54
AUS,WPR,1978,1978,1.47,8.99,2.7,0,13.16
AUS,WPR,1979,1979,1.38,9.02,2.83,0,13.23
AUS,WPR,1980,1980,1.5,8.82,2.98,0,13.3
AUS,WPR,1981,1981,1.58,8.76,3.12,0,13.46
AUS,WPR,1982,1982,1.59,8.26,3.21,0,13.05
AUS,WPR,1983,1983,1.51,7.95,3.3,0,12.76
AUS,WPR,1984,1984,1.61,7.69,3.43,0,12.74
AUS,WPR,1985,1985,1.7,7.73,3.47,0,12.89
AUS,WPR,1986,1986,1.57,7.39,3.34,0,12.3
AUS,WPR,1987,1987,1.65,7.5,3.31,0,12.45
AUS,WPR,1988,1988,1.7,7.62,3.06,0,12.39
AUS,WPR,1989,1989,1.68,7.49,2.92,0,12.09
AUS,WPR,1990,1990,1.18,7.08,2.75,0,11.01
AUS,WPR,1991,1991,1.12,6.65,2.87,0,10.64
AUS,WPR,1992,1992,1.17,6.35,2.8,0,10.32
AUS,WPR,1993,1993,1.48,5.48,2.67,0,9.63
AUS,WPR,1994,1994,1.73,5.46,2.7,0,9.89
AUS,WPR,1995,1995,1.63,5.39,2.66,0,9.69
AUS,WPR,1996,1996,1.7,5.32,2.74,0,9.77
AUS,WPR,1997,1997,1.81,5.24,2.86,0,9.91
AUS,WPR,1998,1998,1.77,5.15,2.87,0,9.79
AUS,WPR,1999,1999,1.88,5.06,2.94,0,9.88
AUS,WPR,2000,2000,4.14,10.14,5.9,0,20.34
AUS,WPR,2001,2001,3.62,8.16,5.82,0,19.06
AUS,WPR,2002,2002,3.72,9.94,6.02,0,19.68
AUS,WPR,2003,2003,4.02,9.92,6.0,0,19.94
AUS,WPR,2004,2004,2.4,9.14,6.26,0,19.68
AUS,WPR,2005,2005,2.42,9.24,7.06,0,20.6
AUS,WPR,2006,2006,2.32,9.26,7.06,0,20.62
AUS,WPR,2007,2007,2.3,9.26,7.4,0,21.12
AUS,WPR,2008,2008,2.38,9.38,7.42,0,21.52
AUS,WPR,2009,2009,2.64,9.36,7.56,0,21.24
AUS,WPR,2010,2010,2.6,9.02,7.74,0,21.04
AUS,WPR,2011,2011,2.68,8.62,7.58,0,20.6
AUS,WPR,2012,2012,2.52,8.28,7.56,0,20.06
AUS,WPR,2013,2013,2.58,8.08,7.4,0,19.74
AUS,WPR,2014,2014,2.46,8.02,7.28,0,19.42
AUS,WPR,2015,2015,1.22,3.76,3.66,0,9.52
AUS,WPR,2016,2016,1.25,3.87,3.64,0,9.71
AUT,EUR,1960,1960,1.4,4.7,2.81,0,8.91
