Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
3187411,SA_0000001398,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,No data,,,,,2018-09-21T08:24:04+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187229,SA_0000001398,COUNTRY,KGZ,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,11.6,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187213,SA_0000001398,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,19.9,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187305,SA_0000001398,COUNTRY,MDG,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,53.8,,,,,2018-09-21T08:24:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187402,SA_0000001398,COUNTRY,NZL,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,0.3,,,,,2018-09-21T08:24:14+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148731,SA_0000001398,COUNTRY,COL,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,1.1,,,,,2018-09-21T08:24:09+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228372,SA_0000001398,COUNTRY,STP,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,19.8,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148669,SA_0000001398,COUNTRY,BRA,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,0.5,,,,,2018-09-21T08:24:02+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3111596,SA_0000001398,COUNTRY,ATG,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,33,,,,,2018-09-21T08:24:02+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187277,SA_0000001398,COUNTRY,LSO,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,57.4,,,,,2018-09-21T08:24:02+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187340,SA_0000001398,COUNTRY,MNE,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,43.1,,,,,2018-09-21T08:24:16+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3111606,SA_0000001398,COUNTRY,AUT,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,14.9,,,,,2018-09-21T08:24:07+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228304,SA_0000001398,COUNTRY,PRT,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,26.1,,,,,2018-09-21T08:24:16+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228342,SA_0000001398,COUNTRY,SGP,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,13.4,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187183,SA_0000001398,COUNTRY,IND,SEAR,YEAR,South-East Asia,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,92.4,,,,,2018-09-21T08:24:07+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148743,SA_0000001398,COUNTRY,CRI,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,7.2,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228450,SA_0000001398,COUNTRY,TZA,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,1.6,,,,,2018-09-21T08:24:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228490,SA_0000001398,COUNTRY,WSM,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,0,,,,,2018-09-21T08:24:12+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187330,SA_0000001398,COUNTRY,MLT,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,4.9,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228307,SA_0000001398,COUNTRY,PRT,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,61.5,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148759,SA_0000001398,COUNTRY,DEU,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,28.4,,,,,2018-09-21T08:24:05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148809,SA_0000001398,COUNTRY,FJI,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,0,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3111594,SA_0000001398,COUNTRY,ARM,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,82.3,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187352,SA_0000001398,COUNTRY,MRT,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,No data,,,,,2018-09-21T08:23:59+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228329,SA_0000001398,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,No data,,,,,2018-09-21T08:24:00+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187166,SA_0000001398,COUNTRY,HRV,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,3.5,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148828,SA_0000001398,COUNTRY,GEO,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,18.4,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187383,SA_0000001398,COUNTRY,NIU,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,30.6,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148672,SA_0000001398,COUNTRY,BRB,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,37.6,,,,,2018-09-21T08:24:07+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187203,SA_0000001398,COUNTRY,ISR,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,39.5,,,,,2018-09-21T08:24:05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187267,SA_0000001398,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,No data,,,,,2018-09-21T08:24:00+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148697,SA_0000001398,COUNTRY,CHE,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,1.2,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187194,SA_0000001398,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,0.9,,,,,2018-09-21T08:24:05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187180,SA_0000001398,COUNTRY,IDN,SEAR,YEAR,South-East Asia,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,76.4,,,,,2018-09-21T08:24:05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228447,SA_0000001398,COUNTRY,TUV,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,84.7,,,,,2018-09-21T08:24:14+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148795,SA_0000001398,COUNTRY,ESP,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,18,,,,,2018-09-21T08:24:00+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148862,SA_0000001398,COUNTRY,GTM,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,41.7,,,,,2018-09-21T08:24:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148641,SA_0000001398,COUNTRY,BGR,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,1.2,,,,,2018-09-21T08:24:07+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187182,SA_0000001398,COUNTRY,IND,SEAR,YEAR,South-East Asia,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,0,,,,,2018-09-21T08:24:05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187210,SA_0000001398,COUNTRY,JAM,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,4.6,,,,,2018-09-21T08:24:02+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228348,SA_0000001398,COUNTRY,SLE,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,4,,,,,2018-09-21T08:24:14+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228337,SA_0000001398,COUNTRY,SEN,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,1,,,,,2018-09-21T08:24:12+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187209,SA_0000001398,COUNTRY,JAM,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,36.3,,,,,2018-09-21T08:24:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187252,SA_0000001398,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,No data,,,,,2018-09-21T08:24:08+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3111587,SA_0000001398,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,7.7,,,,,2018-09-21T08:24:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187317,SA_0000001398,COUNTRY,MHL,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,No data,,,,,2018-09-21T08:24:06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148751,SA_0000001398,COUNTRY,CYP,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,28.4,,,,,2018-09-21T08:24:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148822,SA_0000001398,COUNTRY,GAB,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,13.4,,,,,2018-09-21T08:24:09+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148830,SA_0000001398,COUNTRY,GEO,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,38.5,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148798,SA_0000001398,COUNTRY,EST,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,50.3,,,,,2018-09-21T08:24:07+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187281,SA_0000001398,COUNTRY,LTU,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,43.6,,,,,2018-09-21T08:24:05+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148684,SA_0000001398,COUNTRY,BWA,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,48.1,,,,,2018-09-21T08:24:12+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148630,SA_0000001398,COUNTRY,BEN,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,13.1,,,,,2018-09-21T08:24:14+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3111577,SA_0000001398,COUNTRY,ALB,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,1.7,,,,,2018-09-21T08:24:03+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148666,SA_0000001398,COUNTRY,BOL,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,21.3,,,,,2018-09-21T08:24:09+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228309,SA_0000001398,COUNTRY,PRY,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,1.1,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148674,SA_0000001398,COUNTRY,BRB,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,50,,,,,2018-09-21T08:24:12+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148618,SA_0000001398,COUNTRY,AZE,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,0,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148768,SA_0000001398,COUNTRY,DNK,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,37.4,,,,,2018-09-21T08:24:15+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228463,SA_0000001398,COUNTRY,URY,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,43.7,,,,,2018-09-21T08:24:07+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228292,SA_0000001398,COUNTRY,PNG,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,95.2,,,,,2018-09-21T08:24:16+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187253,SA_0000001398,COUNTRY,LAO,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,50.1,,,,,2018-09-21T08:24:12+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228290,SA_0000001398,COUNTRY,PLW,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,No data,,,,,2018-09-21T08:24:08+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187191,SA_0000001398,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,No data,,,,,2018-09-21T08:24:14+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187357,SA_0000001398,COUNTRY,MWI,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,8.8,,,,,2018-09-21T08:24:09+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187243,SA_0000001398,COUNTRY,KNA,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,43.4,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187407,SA_0000001398,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,57,,,,,2018-09-21T08:24:06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228332,SA_0000001398,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,No data,,,,,2018-09-21T08:24:14+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148750,SA_0000001398,COUNTRY,CYP,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,41.9,,,,,2018-09-21T08:24:13+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228407,SA_0000001398,COUNTRY,TCD,AFR,YEAR,Africa,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,1,,,,,2018-09-21T08:24:06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228427,SA_0000001398,COUNTRY,TLS,SEAR,YEAR,South-East Asia,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,32.4,,,,,2018-09-21T08:24:01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228319,SA_0000001398,COUNTRY,ROU,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,28.1,,,,,2018-09-21T08:24:03+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187247,SA_0000001398,COUNTRY,KOR,WPR,YEAR,Western Pacific,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_SPIRITS,,,,,,,7.1,,,,,2018-09-21T08:24:14+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148644,SA_0000001398,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_BEER,,,,,,,19,,,,,2018-09-21T08:24:00+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3148785,SA_0000001398,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,0.6,,,,,2018-09-21T08:24:07+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3187316,SA_0000001398,COUNTRY,MEX,AMR,YEAR,Americas,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_WINE,,,,,,,2.1,,,,,2018-09-21T08:24:13+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3228305,SA_0000001398,COUNTRY,PRT,EUR,YEAR,Europe,ALCOHOLTYPE,2016,ALCOHOLTYPE_SA_OTHER_ALCOHOL,,,,,,,4.7,,,,,2018-09-21T08:24:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
